t,delta_trans,delta_theta,mx,my,mz
0.0,0.0,0.0,-3.875,-15.875,-47.375
0.57,0.0,0.0,-3.875,-15.875,-47.5
1.07,0.0,0.0,-3.875,-15.875,-47.375
1.67,0.003,0.0,-3.875,-15.875,-47.375
2.27,0.033,0.0,-4.0,-15.75,-47.25
2.77,0.036,0.0,-4.0,-15.875,-47.125
3.27,0.055,0.0,-4.0,-16.0,-47.0
3.87,0.056,0.0,-3.875,-16.0,-46.875
4.37,0.035,0.0,-3.875,-16.125,-46.625
4.87,0.055,0.0,-3.875,-16.25,-46.625
5.48,0.055,0.0,-3.625,-16.375,-46.625
6.006,0.02,0.0,-3.625,-16.5,-46.375
6.49,0.03,0.0,-3.5,-16.5,-46.5
6.99,0.02,0.0,-3.5,-16.375,-46.25
7.506,0.03,0.0,-3.25,-16.375,-46.375
8.09,0.03,0.0,-3.0,-16.375,-46.25
8.59,0.02,0.0,-2.875,-16.375,-46.375
9.11,0.03,0.0,-2.75,-16.375,-46.125
9.61,0.021,0.0,-2.75,-16.375,-46.125
10.12,0.03,0.0,-2.625,-16.375,-46.125
10.63,0.021,0.0,-2.5,-16.625,-46.125
11.14,0.03,0.0,-2.5,-16.5,-46.0
11.64,0.021,0.0,-2.625,-16.75,-45.875
12.24,0.03,0.0,-2.5,-16.5,-46.0
12.74,0.029,0.0,-2.625,-16.5,-46.0
13.24,0.02,0.0,-2.75,-16.5,-45.875
13.84,0.03,0.0,-2.75,-16.625,-45.875
14.34,0.03,0.0,-2.875,-16.625,-46.0
15.07,0.031,0.0,-2.625,-16.75,-46.0
15.54,0.03,0.0,-2.625,-16.875,-46.125
16.15,0.03,0.0,-2.625,-16.75,-46.0
16.67,0.02,0.0,-2.5,-16.75,-46.125
17.19,0.029,0.0,-2.5,-16.75,-46.125
17.72,0.022,0.0,-2.375,-16.75,-46.0
18.23,0.029,0.0,-2.375,-16.875,-46.125
18.75,0.031,0.0,-2.25,-16.875,-46.0
19.28,0.021,0.0,-2.25,-17.0,-46.125
19.88,0.031,0.0,-2.125,-17.0,-46.0
20.38,0.03,0.0,-2.25,-17.125,-46.125
20.88,0.02,0.0,-2.0,-17.125,-46.125
21.39,0.03,0.0,-2.0,-17.125,-46.125
21.89,0.02,0.0,-1.875,-17.125,-46.125
22.5,0.031,0.0,-1.875,-17.25,-46.125
23.1,0.029,0.0,-1.875,-17.25,-46.25
23.6,0.03,0.0,-2.0,-17.25,-46.25
24.12,0.02,0.0,-1.75,-17.25,-46.25
24.61,0.031,0.0,-1.625,-17.25,-46.625
25.12,0.02,0.0,-1.625,-17.125,-46.375
25.636,0.03,0.0,-1.375,-17.375,-46.5
26.13,0.02,0.0,-1.5,-17.25,-46.5
26.63,0.031,0.0,-1.375,-17.375,-46.375
27.34,0.03,0.0,-1.375,-17.375,-46.5
27.84,0.02,0.0,-1.25,-17.25,-46.625
28.34,0.03,0.0,-1.25,-17.375,-46.5
28.85,0.018,-0.017453293,-0.25,-17.25,-46.5
29.46,0.006,-0.26179939,3.625,-16.0,-46.75
29.96,0.001,-0.31415927,7.0,-14.125,-46.625
30.47,0.0,-0.19198622,9.375,-11.0,-46.75
30.97,0.001,-0.29670597,11.25,-7.625,-46.75
31.494,0.001,-0.31415927,11.875,-3.5,-46.5
32.111,0.001,-0.10471976,12.0,-1.75,-46.75
32.84,0.003,-0.034906585,12.0,-1.0,-46.75
33.44,0.016,0.0,12.0,-0.75,-46.875
33.97,0.029,0.0,11.75,-0.75,-46.625
34.48,0.02,0.0,11.875,-0.625,-46.75
34.995,0.033,0.0,12.0,-0.625,-46.875
35.607,0.03,0.0,12.0,-0.75,-47.0
36.12,0.02,0.0,12.0,-0.5,-46.75
36.62,0.029,0.0,11.875,-0.5,-46.75
37.12,0.021,0.0,11.875,-0.5,-46.875
37.63,0.031,0.0,12.0,-0.625,-46.625
38.24,0.029,0.0,11.875,-0.375,-46.75
38.75,0.021,0.0,12.125,-0.5,-46.75
39.26,0.031,0.0,12.125,-0.5,-46.75
39.77,0.021,0.0,12.125,-0.5,-46.875
40.38,0.03,0.0,12.125,-0.5,-47.0
40.88,0.029,0.0,12.125,-0.5,-46.875
41.48,0.031,0.0,12.0,-0.375,-47.25
41.98,0.029,0.0,12.0,-0.5,-47.0
42.49,0.02,0.0,12.0,-0.25,-46.75
42.99,0.03,0.0,12.0,-0.25,-47.0
43.49,0.02,0.0,12.0,-0.375,-47.125
44.0,0.031,0.0,12.0,-0.25,-46.875
44.51,0.02,0.0,12.0,-0.25,-47.0
45.01,0.03,0.0,12.0,-0.125,-47.0
45.53,0.02,0.0,12.125,-0.125,-47.0
46.14,0.031,0.0,12.0,-0.25,-47.125
46.65,0.029,0.0,12.125,-0.125,-47.125
47.16,0.02,0.0,12.0,-0.125,-47.125
47.68,0.031,0.0,11.875,-0.25,-47.125
48.256,0.02,0.0,12.0,-0.0,-47.125
48.72,0.031,0.0,12.125,-0.125,-47.0
49.33,0.029,0.0,12.0,-0.0,-47.0
49.84,0.021,0.0,12.125,0.125,-46.875
50.34,0.031,0.0,12.0,0.125,-47.0
50.96,0.03,0.0,12.125,-0.0,-47.125
51.47,0.03,0.0,12.0,0.125,-47.0
52.09,0.03,0.0,12.0,0.25,-47.125
52.69,0.02,0.0,12.25,0.375,-47.125
53.2,0.031,0.0,12.125,0.375,-47.125
53.81,0.029,0.0,12.0,0.25,-47.25
54.42,0.031,0.0,12.125,0.25,-47.125
54.92,0.02,0.0,12.125,0.375,-47.375
55.42,0.03,0.0,12.25,0.375,-47.375
55.93,0.03,0.0,12.25,0.5,-47.375
56.44,0.021,0.0,12.25,0.5,-47.25
57.04,0.03,0.0,12.5,0.625,-47.5
57.54,0.031,0.0,12.5,0.5,-47.625
58.07,0.019,0.0,12.375,0.5,-47.625
58.57,0.03,0.0,12.5,0.5,-47.75
59.08,0.021,0.0,12.375,0.625,-47.875
59.72,0.03,0.0,12.25,0.375,-47.875
60.24,0.029,0.0,12.375,0.625,-48.0
60.75,0.03,0.0,12.25,0.625,-48.0
61.36,0.03,0.0,12.375,0.625,-48.25
61.875,0.02,0.0,12.25,0.5,-48.375
62.36,0.014,-0.17453293,11.625,2.75,-48.5
62.96,0.001,-0.19198622,9.125,7.0,-48.25
63.47,0.0,-0.31415927,6.25,9.625,-48.0
63.97,0.0,-0.31415927,2.625,11.25,-47.875
64.48,0.0,-0.20943951,-1.25,12.5,-47.875
64.99,0.001,-0.29670597,-5.125,12.125,-47.875
65.81,0.0,-0.034906585,-6.375,12.0,-47.5
66.31,0.016,0.0,-6.375,11.75,-47.5
66.81,0.03,0.0,-6.5,11.75,-47.375
67.41,0.021,0.0,-6.75,11.75,-47.375
67.936,0.03,0.0,-6.625,11.75,-47.25
68.53,0.03,0.0,-6.625,11.875,-47.25
69.04,0.031,0.0,-6.5,11.875,-47.0
69.66,0.02,0.0,-6.5,11.75,-47.0
70.17,0.031,0.0,-6.625,11.75,-46.875
70.67,0.031,0.0,-6.375,11.625,-46.625
71.29,0.02,0.0,-6.5,11.75,-46.5
71.8,0.031,0.0,-6.5,11.75,-46.375
72.3,0.02,0.0,-6.5,11.625,-46.25
72.82,0.031,0.0,-6.375,11.75,-46.25
73.34,0.029,0.0,-6.25,11.75,-46.125
73.84,0.021,0.0,-6.125,11.625,-46.125
74.35,0.029,0.0,-6.125,11.625,-45.875
74.86,0.02,0.0,-6.125,11.625,-46.0
75.36,0.031,0.0,-6.0,11.5,-45.875
75.87,0.02,0.0,-6.125,11.375,-45.875
76.47,0.031,0.0,-6.125,11.5,-45.625
76.986,0.029,0.0,-6.25,11.375,-45.625
77.57,0.021,0.0,-6.375,11.5,-45.5
78.09,0.03,0.0,-6.625,11.25,-45.375
78.59,0.03,0.0,-6.625,11.0,-45.375
79.09,0.019,0.0,-6.5,11.0,-45.375
79.6,0.031,0.0,-6.5,10.875,-45.25
80.2,0.03,0.0,-6.5,10.875,-45.125
80.7,0.02,0.0,-6.25,10.75,-45.0
81.224,0.03,0.0,-6.25,10.625,-45.125
81.73,0.02,0.0,-6.125,10.875,-45.125
82.25,0.031,0.0,-5.875,10.75,-45.125
82.77,0.021,0.0,-5.625,10.625,-45.125
83.38,0.031,0.0,-5.5,10.5,-45.0
83.897,0.031,0.0,-5.25,10.375,-45.0
84.4,0.02,0.0,-5.125,10.5,-45.0
84.91,0.03,0.0,-5.0,10.25,-45.125
85.52,0.03,0.0,-4.875,10.25,-45.0
86.056,0.02,0.0,-4.875,10.375,-45.125
86.55,0.03,0.0,-4.75,10.125,-45.125
87.16,0.029,0.0,-5.0,10.125,-45.25
87.76,0.009,-0.2443461,-8.125,9.125,-45.125
88.26,0.0,-0.29670597,-10.875,7.125,-45.125
88.86,0.001,-0.20943951,-13.5,3.75,-45.125
89.37,0.0,-0.29670597,-15.0,0.375,-45.0
89.88,0.0,-0.31415927,-15.625,-3.375,-45.0
90.385,0.002,-0.10471976,-15.375,-5.125,-45.125
90.905,0.003,-0.052359878,-15.25,-5.75,-45.0
91.722,0.006,-0.017453293,-15.375,-6.0,-45.0
92.24,0.029,0.0,-15.5,-6.25,-45.0
92.74,0.03,0.0,-15.375,-6.125,-45.125
93.44,0.03,0.0,-15.375,-5.875,-45.0
94.45,0.05,0.06981317,-15.625,-4.5,-45.125
95.26,0.039,0.052359878,-15.5,-3.75,-45.125
96.06,0.04,0.052359878,-15.5,-2.875,-45.25
96.66,0.029,0.017453293,-15.5,-2.5,-45.25
97.17,0.051,0.0,-15.375,-2.25,-45.375
97.7,0.035,0.0,-15.5,-2.25,-45.375
98.22,0.055,0.0,-15.5,-2.125,-45.375
98.73,0.055,0.0,-15.5,-2.0,-45.625
99.26,0.039,0.0,-15.375,-2.0,-45.5
99.88,0.057,0.0,-15.5,-2.0,-45.625
100.38,0.038,0.0,-15.625,-2.0,-45.625
100.88,0.055,0.0,-15.625,-1.875,-45.625
101.48,0.056,0.0,-15.75,-1.75,-45.75
101.98,0.036,0.0,-15.75,-1.75,-45.875
102.49,0.055,0.0,-15.875,-1.875,-45.875
103.0,0.038,0.0,-15.75,-1.875,-46.0
103.52,0.055,0.0,-16.0,-1.75,-45.875
104.03,0.054,0.0,-16.0,-1.625,-45.75
104.53,0.038,0.0,-16.0,-1.75,-46.0
105.13,0.057,0.0,-16.0,-1.625,-45.875
105.74,0.054,0.0,-15.875,-1.5,-45.875
106.25,0.038,0.0,-15.75,-1.5,-45.875
106.76,0.056,0.0,-15.625,-1.375,-46.0
107.27,0.037,0.0,-15.75,-1.375,-46.0
107.77,0.055,0.0,-15.625,-1.25,-46.0
108.29,0.055,0.0,-15.625,-1.25,-46.0
108.8,0.037,0.0,-15.5,-1.25,-46.25
109.3,0.054,0.0,-15.375,-1.125,-46.375
109.81,0.037,0.0,-15.375,-1.125,-46.375
110.31,0.057,0.0,-15.375,-1.0,-46.5
110.82,0.037,0.0,-15.375,-1.0,-46.75
111.42,0.055,0.0,-15.5,-1.0,-46.875
111.92,0.055,0.0,-15.5,-1.0,-47.125
112.42,0.037,0.0,-15.625,-0.875,-47.25
112.92,0.053,0.0,-15.625,-0.875,-47.5
113.43,0.038,0.0,-15.75,-1.0,-47.375
113.93,0.056,0.0,-15.875,-1.0,-47.625
114.46,0.039,0.0,-16.125,-0.875,-47.625
114.97,0.056,0.0,-16.0,-0.875,-47.625
115.57,0.055,0.0,-16.25,-1.0,-47.625
116.09,0.037,0.0,-16.25,-0.875,-47.625
116.6,0.056,0.0,-16.25,-0.875,-47.75
117.11,0.039,0.0,-16.375,-0.875,-47.75
117.726,0.055,0.0,-16.5,-0.875,-47.75
118.21,0.037,-0.06981317,-16.75,-1.875,-47.75
118.81,0.004,-0.27925268,-16.5,-5.75,-47.75
119.31,0.0,-0.20943951,-15.125,-9.25,-47.875
119.82,0.0,-0.31415927,-13.0,-12.625,-47.875
120.35,0.0,-0.19198622,-10.125,-15.125,-48.125
120.875,0.002,-0.31415927,-6.375,-16.875,-48.25
121.7,0.002,-0.15707963,-4.375,-17.375,-48.125
122.236,0.019,0.0,-4.0,-17.375,-48.125
122.75,0.056,0.0,-3.625,-17.25,-48.125
123.35,0.055,0.0,-3.25,-17.375,-48.0
123.85,0.057,0.0,-3.25,-17.375,-48.0
124.35,0.037,0.0,-3.25,-17.375,-47.875
124.85,0.055,0.0,-3.125,-17.375,-47.875
125.36,0.036,0.0,-3.0,-17.375,-47.75
125.87,0.056,0.0,-3.0,-17.375,-47.75
126.38,0.037,0.0,-3.125,-17.375,-47.75
126.89,0.057,0.0,-3.25,-17.25,-47.75
127.4,0.036,0.0,-3.375,-17.25,-47.75
127.92,0.054,0.0,-3.25,-17.375,-47.625
128.42,0.037,0.0,-3.25,-17.5,-47.5
128.93,0.017,-0.17453293,-0.875,-17.375,-47.625
129.44,0.001,-0.20943951,2.875,-16.5,-47.625
130.04,0.0,-0.33161256,6.625,-14.0,-47.75
130.54,0.0,-0.31415927,9.125,-11.125,-47.875
131.05,0.0,-0.20943951,11.125,-7.625,-47.875
131.55,0.003,-0.27925268,11.75,-3.875,-47.875
132.05,0.0,-0.017453293,11.875,-3.25,-47.875
132.85,0.021,-0.034906585,11.75,-2.625,-47.875
133.46,0.054,0.0,11.625,-2.625,-47.75
133.96,0.054,0.0,11.625,-2.5,-47.75
134.47,0.037,0.0,11.5,-2.375,-47.875
134.99,0.056,0.0,11.5,-2.375,-47.75
135.7,0.055,0.0,11.375,-2.5,-47.625
136.31,0.056,0.017453293,11.375,-2.625,-47.625
137.01,0.073,0.017453293,11.25,-3.0,-47.5
137.623,0.058,0.034906585,11.25,-3.5,-47.375
138.14,0.054,0.0,11.125,-3.625,-47.25
138.75,0.036,0.0,11.0,-3.5,-47.125
139.25,0.055,0.0,11.0,-3.5,-47.0
139.95,0.075,0.017453293,11.0,-3.375,-46.75
140.55,0.054,0.0,11.0,-3.5,-46.625
141.17,0.055,0.0,11.125,-3.625,-46.5
141.78,0.055,0.0,11.125,-3.375,-46.375
142.48,0.058,0.0,11.25,-3.375,-46.125
142.99,0.054,0.0,11.375,-3.375,-46.125
143.59,0.037,0.0,11.375,-3.375,-46.0
144.09,0.055,0.0,11.5,-3.125,-46.0
144.69,0.055,0.0,11.625,-3.125,-46.0
145.19,0.037,0.0,11.5,-3.25,-46.0
145.69,0.055,0.0,11.625,-3.125,-46.125
146.2,0.056,0.0,11.625,-3.125,-46.0
146.71,0.038,0.0,11.625,-3.0,-46.125
147.22,0.055,0.0,11.5,-3.125,-46.0
147.92,0.077,0.0,11.5,-3.0,-46.0
148.435,0.057,0.0,11.5,-2.75,-45.875
148.959,0.088,0.0,11.5,-2.75,-45.75
149.48,0.09,0.0,11.5,-2.625,-45.625
149.99,0.062,0.0,11.375,-2.5,-45.75
150.49,0.088,0.0,11.5,-2.375,-45.5
151.09,0.088,0.0,11.875,-2.125,-45.625
151.59,0.059,0.0,11.75,-2.125,-45.625
152.19,0.088,0.0,12.0,-1.75,-45.75
152.71,0.09,0.0,12.125,-1.75,-45.875
153.23,0.062,0.0,12.125,-1.75,-46.0
153.83,0.088,0.0,12.25,-1.25,-46.25
154.33,0.088,0.0,12.125,-1.375,-46.625
154.83,0.057,0.0,12.125,-1.125,-46.75
155.43,0.088,0.0,11.875,-1.0,-46.875
155.94,0.09,0.0,11.75,-0.875,-47.0
156.54,0.088,0.0,11.375,-0.75,-47.0
157.04,0.057,0.0,11.375,-0.875,-46.875
157.65,0.091,0.0,11.125,-0.875,-46.875
158.15,0.088,0.0,11.125,-0.875,-46.875
158.65,0.057,0.0,10.875,-1.125,-46.5
159.25,0.092,0.0,10.875,-1.125,-46.375
159.75,0.06,0.0,10.75,-1.375,-46.375
160.25,0.087,0.0,10.875,-1.375,-46.25
160.76,0.091,0.0,10.875,-1.375,-46.375
161.27,0.059,0.0,10.875,-1.5,-46.125
161.77,0.088,0.0,10.875,-1.5,-46.0
162.28,0.059,0.0,11.125,-1.5,-45.875
162.88,0.083,0.0,11.0,-1.625,-45.875
163.386,0.007,0.15707963,11.0,-4.5,-45.75
163.91,0.001,0.29670597,9.875,-8.0,-45.75
164.51,0.0,0.31415927,7.75,-11.75,-45.875
165.01,0.0,0.31415927,5.0,-14.25,-45.875
165.52,0.0,0.20943951,1.625,-15.75,-45.625
166.12,0.001,0.20943951,-0.625,-16.375,-45.75
166.62,0.003,0.052359878,-1.25,-16.5,-45.625
167.32,0.02,0.0,-1.375,-16.5,-45.625
167.83,0.053,0.0,-1.5,-16.375,-45.625
168.34,0.037,0.0,-1.375,-16.375,-45.5
168.84,0.057,0.0,-1.5,-16.5,-45.625
169.35,0.037,0.0,-1.375,-16.5,-45.5
169.95,0.055,0.0,-1.25,-16.5,-45.5
170.466,0.055,0.0,-1.125,-16.5,-45.625
170.96,0.037,0.0,-1.0,-16.5,-45.5
171.49,0.055,0.0,-0.75,-16.625,-45.5
172.11,0.013,0.19198622,-3.75,-16.625,-45.5
172.81,0.002,0.31415927,-8.5,-15.25,-45.375
173.41,0.002,0.31415927,-12.0,-12.625,-45.25
173.937,0.0,0.31415927,-14.375,-9.5,-45.125
174.45,0.0,0.20943951,-15.75,-5.75,-45.125
175.26,0.004,0.20943951,-16.125,-3.875,-45.125
175.78,0.049,0.0,-15.875,-3.75,-45.125
176.29,0.056,0.0,-15.625,-3.625,-45.375
176.89,0.037,0.0,-15.625,-3.625,-45.375
177.4,0.056,-0.017453293,-15.5,-4.125,-45.25
178.11,0.087,0.0,-15.375,-4.0,-45.75
178.61,0.06,0.0,-15.5,-3.875,-45.875
179.21,0.088,0.0,-15.25,-4.0,-46.25
179.81,0.093,0.0,-15.375,-4.0,-46.625
180.41,0.117,0.0,-15.375,-4.375,-47.0
181.01,0.118,-0.017453293,-15.875,-4.5,-47.625
181.51,0.08,0.0,-16.5,-5.0,-47.625
182.02,0.121,0.0,-17.0,-4.875,-47.75
182.62,0.107,0.0,-17.0,-4.875,-47.5
183.23,0.088,0.0,-17.5,-4.75,-47.25
183.83,0.091,0.0,-17.5,-4.875,-46.75
184.44,0.087,0.0,-17.75,-4.625,-46.25
184.94,0.09,0.0,-17.625,-4.5,-46.0
185.47,0.06,0.0,-17.375,-4.625,-45.875
186.07,0.088,0.0,-17.25,-4.5,-45.875
186.58,0.088,0.0,-17.125,-4.5,-45.5
187.09,0.059,0.0,-17.125,-4.25,-45.5
187.6,0.091,0.0,-17.0,-4.25,-45.5
188.21,0.09,0.0,-16.875,-4.125,-45.625
188.71,0.057,0.0,-16.75,-4.125,-45.625
189.32,0.088,0.0,-16.75,-4.0,-45.625
189.843,0.088,0.0,-16.75,-4.125,-45.625
190.36,0.061,0.0,-17.0,-3.75,-45.625
190.88,0.089,0.0,-16.75,-3.875,-45.75
191.48,0.087,0.0,-16.875,-3.625,-45.75
192.01,0.086,0.0,-16.875,-3.625,-45.625
192.61,0.059,0.0,-16.875,-3.5,-45.75
193.11,0.09,0.0,-16.625,-3.5,-45.625
193.62,0.089,0.0,-16.5,-3.5,-45.625
194.12,0.059,0.0,-16.625,-3.625,-45.75
194.62,0.088,0.0,-16.375,-3.375,-45.875
195.12,0.059,0.0,-16.375,-3.25,-46.0
195.73,0.088,0.0,-16.125,-3.125,-46.25
196.235,0.088,0.0,-16.25,-3.125,-46.25
196.84,0.088,0.0,-16.375,-3.0,-46.375
197.346,0.06,0.0,-16.375,-2.875,-46.625
197.954,0.088,0.0,-16.75,-2.875,-46.625
198.46,0.09,0.0,-16.75,-2.75,-46.75
198.992,0.059,0.0,-16.875,-2.75,-46.625
199.495,0.093,0.0,-16.75,-2.75,-46.5
200.025,0.061,0.0,-16.875,-2.625,-46.375
200.546,0.09,0.0,-17.0,-2.75,-46.25
201.15,0.09,0.0,-16.75,-2.625,-46.25
201.66,0.06,0.0,-16.625,-2.875,-46.375
202.26,0.087,0.0,-16.375,-2.875,-46.375
202.773,0.089,0.0,-16.125,-3.0,-46.5
203.3,0.061,0.0,-15.875,-3.0,-46.5
203.92,0.093,0.0,-15.625,-3.25,-46.75
204.52,0.087,0.0,-15.375,-3.25,-47.0
205.035,0.088,0.0,-15.5,-3.375,-47.125
205.52,0.058,0.0,-15.0,-3.25,-47.5
206.13,0.09,0.0,-15.0,-3.375,-47.875
206.666,0.088,0.0,-15.0,-3.5,-48.0
207.18,0.088,0.0,-15.0,-3.5,-48.25
207.69,0.059,0.0,-15.0,-3.75,-48.5
208.31,0.088,0.0,-15.125,-4.0,-48.625
208.82,0.086,0.0,-15.25,-3.875,-48.875
209.42,0.088,0.0,-15.5,-3.875,-49.0
209.93,0.059,0.0,-15.5,-4.0,-49.0
210.44,0.09,0.0,-15.625,-4.125,-49.0
210.94,0.058,0.0,-15.25,-4.125,-49.0
211.54,0.088,0.0,-15.5,-3.75,-49.125
212.04,0.088,0.0,-15.375,-3.875,-49.375
212.565,0.059,0.0,-15.5,-3.75,-49.5
213.05,0.049,0.087266463,-15.5,-2.625,-49.375
213.56,0.003,0.19198622,-14.875,0.5,-49.5
214.085,0.0,0.31415927,-13.5,4.0,-49.5
214.58,0.0,0.20943951,-11.125,6.375,-49.5
215.08,0.0,0.29670597,-8.25,8.5,-49.625
215.616,0.0,0.2268928,-4.875,9.875,-49.75
216.4,0.007,0.20943951,-2.75,10.125,-49.75
216.9,0.049,0.0,-2.5,10.0,-49.75
217.4,0.036,0.0,-2.375,9.875,-49.75
218.01,0.055,0.0,-2.25,9.875,-49.5
218.51,0.056,0.0,-2.0,9.875,-49.375
219.02,0.038,0.0,-2.0,9.875,-49.5
219.53,0.054,0.0,-1.875,9.75,-49.375
220.04,0.038,0.0,-1.75,9.75,-49.375
220.54,0.056,0.0,-1.5,9.75,-49.375
221.05,0.037,0.0,-1.375,9.625,-49.375
221.55,0.055,0.0,-1.5,9.5,-49.375
222.06,0.037,0.0,-1.75,9.625,-49.375
222.58,0.054,0.0,-1.625,9.75,-49.375
223.2,0.055,0.0,-1.5,9.75,-49.5
223.72,0.026,0.034906585,-0.5,9.5,-49.5
224.25,0.005,0.27925268,2.625,8.625,-49.625
224.86,0.0,0.31415927,6.125,6.375,-49.75
225.37,0.0,0.31415927,8.25,3.875,-49.875
225.98,0.0,0.31415927,9.875,-0.125,-49.875
226.58,0.0,0.19198622,10.25,-3.125,-50.0
227.09,0.003,0.052359878,10.25,-3.625,-50.0
227.8,0.007,0.052359878,10.125,-4.25,-50.0
228.41,0.049,0.0,9.875,-4.25,-49.875
228.92,0.036,0.0,9.75,-4.25,-49.75
229.42,0.056,0.0,9.5,-4.375,-49.5
229.92,0.037,0.0,9.875,-4.375,-49.375
230.42,0.055,0.0,9.75,-4.375,-49.25
231.03,0.059,0.0,9.875,-4.125,-49.0
231.53,0.059,0.0,10.125,-4.125,-48.875
232.13,0.088,0.0,10.25,-4.0,-48.875
232.63,0.088,0.0,10.25,-3.875,-48.875
233.23,0.088,0.0,10.25,-3.875,-48.75
233.76,0.057,0.0,10.25,-3.625,-48.625
234.24,0.091,0.0,10.25,-3.5,-48.375
234.75,0.059,0.0,10.25,-3.5,-48.375
235.35,0.09,0.0,10.5,-3.375,-48.0
235.85,0.086,0.0,10.625,-3.5,-48.0
236.35,0.059,0.0,10.75,-3.5,-47.75
236.96,0.088,0.0,10.875,-3.625,-47.625
237.46,0.088,0.0,11.0,-3.75,-47.625
237.98,0.062,0.0,11.25,-3.875,-47.5
238.5,0.09,0.0,11.375,-3.75,-47.5
239.11,0.09,0.0,11.625,-4.0,-47.75
239.61,0.06,0.0,11.875,-4.0,-47.625
240.12,0.087,0.0,11.875,-4.125,-47.75
240.63,0.062,0.0,11.875,-4.125,-48.0
241.166,0.088,0.0,11.75,-4.125,-48.125
241.781,0.09,0.0,11.625,-4.25,-48.0
242.31,0.062,0.0,11.5,-4.125,-48.0
242.832,0.092,0.0,11.375,-4.25,-48.0
243.35,0.057,0.0,11.375,-4.125,-47.875
243.85,0.088,0.0,11.25,-3.875,-47.75
244.46,0.088,0.0,11.25,-3.875,-47.5
244.96,0.09,0.0,11.125,-3.875,-47.375
245.47,0.057,0.0,11.0,-3.875,-47.375
245.98,0.09,0.0,10.75,-3.625,-47.0
246.5,0.062,0.0,10.875,-3.625,-46.75
247.01,0.088,0.0,11.0,-3.625,-46.625
247.51,0.059,0.0,10.875,-3.5,-46.375
248.03,0.088,0.0,11.125,-3.5,-46.125
248.54,0.057,0.0,11.125,-3.5,-46.125
249.06,0.09,0.0,11.25,-3.25,-45.875
249.56,0.06,0.0,11.5,-3.125,-46.0
250.07,0.09,0.0,11.5,-3.25,-46.0
250.58,0.06,0.0,11.375,-3.25,-46.125
251.08,0.087,0.0,11.375,-3.125,-46.0
251.68,0.089,0.0,11.375,-3.0,-46.0
252.18,0.059,0.0,11.375,-3.0,-45.875
252.69,0.088,0.0,11.25,-2.875,-45.625
253.2,0.059,0.0,11.375,-2.75,-45.625
253.73,0.088,0.0,11.25,-2.5,-45.5
254.24,0.062,0.0,11.375,-2.375,-45.5
254.743,0.088,0.0,11.625,-2.25,-45.5
255.35,0.088,0.0,11.625,-2.0,-45.25
255.87,0.061,0.0,11.875,-2.0,-45.375
256.374,0.09,0.0,12.0,-1.75,-45.375
256.88,0.06,0.0,11.875,-1.625,-45.5
257.397,0.09,0.0,12.125,-1.375,-45.625
258.11,0.086,0.0,12.125,-1.25,-45.75
258.63,0.088,0.0,12.0,-1.0,-45.875
259.14,0.09,0.0,12.0,-0.875,-46.125
259.64,0.059,0.0,11.875,-0.875,-46.125
260.24,0.088,0.0,11.75,-0.75,-46.25
260.871,0.088,0.0,11.625,-0.75,-46.25
261.374,0.06,0.0,11.625,-0.75,-46.25
261.9,0.092,0.0,11.5,-0.625,-46.125
262.5,0.075,0.017453293,11.375,-1.0,-46.125
263.1,0.005,0.26179939,11.5,-4.75,-46.125
263.71,0.001,0.29670597,10.125,-9.125,-46.125
264.215,0.0,0.20943951,7.625,-12.25,-46.25
264.72,0.002,0.31415927,4.625,-14.5,-46.25
265.24,0.001,0.29670597,1.25,-16.25,-46.0
265.765,0.001,0.10471976,-0.625,-16.75,-46.0
266.49,0.006,0.034906585,-1.25,-16.875,-46.0
267.1,0.048,0.0,-1.625,-16.875,-46.125
267.61,0.037,0.0,-1.5,-16.75,-46.125
268.21,0.055,0.0,-1.5,-16.625,-46.375
268.71,0.056,0.0,-1.375,-16.625,-46.5
269.236,0.039,0.0,-1.375,-16.5,-46.625
269.755,0.057,0.0,-1.5,-16.625,-46.75
270.37,0.055,0.0,-1.375,-16.375,-47.0
270.97,0.055,0.0,-1.375,-16.25,-47.125
271.472,0.037,0.0,-1.375,-16.25,-47.25
272.08,0.057,0.0,-1.375,-16.25,-47.375
272.584,0.054,0.0,-1.25,-16.125,-47.5
273.201,0.056,0.0,-1.25,-16.0,-47.625
273.73,0.038,0.0,-1.125,-16.0,-47.75
274.266,0.057,0.0,-1.25,-16.0,-47.75
274.77,0.037,0.0,-1.125,-15.875,-47.875
275.29,0.055,0.0,-1.125,-15.875,-47.875
275.9,0.055,0.0,-1.25,-15.875,-48.0
276.4,0.036,0.0,-1.125,-16.0,-48.0
276.92,0.057,0.0,-1.25,-16.0,-48.125
277.45,0.037,0.0,-1.125,-16.0,-48.25
277.94,0.054,0.0,-0.875,-16.0,-48.25
278.44,0.056,0.0,-0.875,-16.125,-48.5
278.975,0.036,0.0,-1.0,-16.125,-48.5
279.47,0.055,0.0,-1.0,-16.125,-48.5
279.99,0.039,0.0,-0.75,-16.25,-48.625
280.516,0.054,0.0,-0.625,-16.375,-48.75
281.13,0.056,0.0,-0.5,-16.5,-48.75
281.64,0.035,0.0,-0.5,-16.625,-49.0
282.15,0.054,0.0,-0.5,-16.75,-48.875
282.76,0.008,0.2268928,-3.75,-16.75,-49.0
283.26,0.001,0.20943951,-7.25,-16.0,-48.875
