t,delta_trans,delta_theta,mx,my,mz
674.08,0.002,-0.017453293,-13.0,-9.5,-54.5
674.88,0.007,-0.052359878,-12.625,-10.125,-54.125
675.38,0.049,0.0,-12.75,-10.125,-54.125
675.89,0.037,0.0,-13.125,-10.125,-53.875
676.49,0.055,0.0,-13.25,-10.0,-53.75
677.005,0.055,0.0,-13.125,-10.0,-53.625
677.59,0.037,0.0,-13.375,-9.875,-53.5
678.09,0.055,0.0,-13.5,-9.875,-53.375
678.69,0.055,0.0,-13.625,-10.125,-53.25
679.19,0.055,0.0,-13.75,-10.125,-53.0
679.7,0.037,0.0,-14.0,-10.125,-52.5
680.22,0.055,0.0,-14.125,-10.125,-52.625
680.74,0.039,0.0,-14.125,-10.375,-52.25
681.36,0.054,0.0,-14.125,-10.375,-52.125
681.96,0.057,0.0,-14.125,-10.375,-52.0
682.47,0.055,0.0,-14.0,-10.625,-51.75
683.046,0.036,0.0,-14.0,-10.75,-51.625
683.59,0.055,0.0,-14.0,-11.0,-51.375
684.1,0.056,0.0,-14.125,-11.125,-51.375
684.61,0.023,-0.052359878,-13.5,-12.0,-51.25
685.11,0.005,-0.27925268,-10.75,-14.5,-51.375
685.62,0.001,-0.19198622,-7.5,-16.375,-51.5
686.12,0.002,-0.33161256,-4.25,-17.375,-51.625
686.63,0.0,-0.19198622,-0.125,-17.125,-51.625
687.13,0.0,-0.31415927,3.5,-15.875,-51.75
687.65,0.0,-0.17453293,6.0,-14.375,-51.75
688.48,0.018,-0.034906585,6.125,-14.0,-51.75
688.99,0.052,0.0,6.25,-13.75,-51.5
689.49,0.056,0.0,6.125,-13.625,-51.375
689.99,0.037,0.0,6.125,-13.375,-51.25
690.58,0.056,0.0,6.0,-13.25,-50.875
691.1,0.036,0.0,6.0,-13.25,-50.75
691.71,0.056,0.0,6.125,-13.0,-50.5
692.32,0.06,0.0,6.125,-12.75,-50.125
692.84,0.089,0.0,6.25,-12.625,-50.0
693.35,0.093,0.0,6.5,-12.5,-49.875
693.87,0.059,0.0,6.75,-12.5,-50.0
694.48,0.088,0.0,7.0,-12.5,-50.125
695.125,0.088,0.0,6.75,-12.5,-50.375
695.635,0.093,0.0,6.75,-12.5,-50.75
696.16,0.061,0.0,6.375,-12.5,-50.75
696.77,0.088,0.0,6.25,-12.75,-50.625
697.27,0.09,0.0,5.75,-13.0,-50.375
697.78,0.059,0.0,5.625,-13.25,-50.125
698.39,0.091,0.0,5.625,-13.5,-50.0
698.92,0.088,0.0,5.625,-13.625,-49.75
699.44,0.087,0.0,5.625,-13.625,-49.625
699.96,0.057,0.0,5.875,-13.625,-49.5
700.48,0.093,0.0,6.0,-13.5,-49.375
701.01,0.061,0.0,6.0,-13.5,-49.25
701.53,0.093,0.0,6.125,-13.375,-49.125
702.06,0.061,0.0,6.25,-13.125,-49.0
702.694,0.088,0.0,6.625,-13.375,-48.875
703.204,0.09,0.0,6.625,-13.25,-48.75
703.729,0.062,0.0,6.875,-13.25,-48.625
704.25,0.092,0.0,7.125,-13.375,-48.625
704.76,0.06,0.0,7.5,-13.125,-48.75
705.36,0.087,0.0,7.125,-13.25,-48.875
705.86,0.088,0.0,7.5,-13.25,-48.875
706.37,0.06,0.0,7.25,-13.25,-48.875
706.88,0.088,0.0,7.25,-13.375,-48.75
707.38,0.059,0.0,7.125,-13.125,-48.75
707.89,0.09,0.0,7.0,-13.125,-48.625
708.4,0.06,0.0,7.0,-13.0,-48.375
708.9,0.088,0.0,7.0,-12.75,-48.25
709.51,0.09,0.0,7.125,-12.5,-47.875
710.01,0.059,0.0,6.875,-12.375,-47.875
710.61,0.088,0.0,7.0,-12.125,-47.625
711.11,0.088,0.0,7.125,-12.0,-47.25
711.61,0.058,0.0,7.25,-11.625,-47.0
712.21,0.088,0.0,7.375,-11.375,-46.75
712.71,0.088,0.0,7.625,-11.375,-46.5
713.24,0.057,0.0,7.75,-11.25,-46.25
713.85,0.088,0.0,8.0,-11.375,-46.125
714.366,0.092,0.0,8.25,-11.25,-45.875
714.88,0.059,0.0,8.5,-11.375,-46.0
715.402,0.092,0.0,8.375,-11.5,-46.0
715.93,0.091,0.0,8.5,-11.375,-46.0
716.45,0.059,0.0,8.625,-11.375,-45.875
717.06,0.088,0.0,8.75,-11.125,-46.0
717.56,0.088,0.0,8.75,-11.0,-46.125
718.06,0.062,0.0,9.125,-11.0,-46.125
718.57,0.087,0.0,9.125,-10.875,-46.125
719.08,0.06,0.0,9.375,-10.625,-46.125
719.58,0.088,0.0,9.5,-10.75,-46.25
720.08,0.059,0.0,9.875,-10.5,-46.375
720.75,0.088,0.0,9.75,-10.5,-46.5
721.19,0.089,0.0,10.25,-10.5,-46.75
721.69,0.059,0.0,10.125,-10.375,-46.75
722.263,0.09,0.0,10.625,-10.25,-46.875
722.71,0.059,0.0,10.75,-10.25,-47.125
723.21,0.088,0.0,10.75,-10.25,-47.25
723.82,0.088,0.0,10.875,-10.25,-47.375
724.32,0.059,0.0,11.0,-10.125,-47.625
724.92,0.089,0.0,11.125,-10.25,-48.0
725.42,0.087,0.0,11.25,-10.375,-48.125
726.12,0.087,0.0,11.125,-10.25,-48.625
726.8,0.056,-0.017453293,11.25,-9.875,-49.0
727.54,0.074,-0.052359878,11.5,-9.125,-49.25
728.74,0.112,-0.20943951,12.125,-5.75,-49.625
729.44,0.057,-0.20943951,11.75,-2.125,-49.75
729.95,0.055,-0.10471976,11.625,-1.125,-49.5
730.48,0.057,0.0,11.375,-1.0,-49.5
731.08,0.055,-0.017453293,10.75,-0.625,-49.375
731.584,0.037,0.0,10.625,-0.75,-49.125
732.19,0.055,0.0,10.5,-0.75,-48.875
732.701,0.055,0.0,10.5,-0.625,-48.625
733.33,0.056,0.0,10.5,-0.75,-48.375
733.84,0.039,0.0,10.375,-0.5,-48.125
734.366,0.056,0.0,10.375,-0.625,-48.0
734.88,0.036,0.0,10.375,-0.375,-47.75
735.407,0.058,0.0,10.5,-0.375,-47.75
736.02,0.054,0.0,10.625,-0.25,-47.5
736.54,0.055,0.0,10.75,-0.25,-47.375
737.14,0.04,-0.052359878,10.375,0.25,-47.375
737.74,0.003,-0.27925268,9.25,4.25,-47.125
738.34,0.002,-0.31415927,6.625,7.25,-47.0
738.876,0.0,-0.20943951,3.5,9.25,-47.125
739.38,0.0,-0.31415927,0.0,10.375,-47.0
739.91,0.0,-0.20943951,-3.875,10.5,-46.75
740.43,0.002,-0.12217305,-5.125,10.25,-46.75
741.25,0.007,-0.052359878,-6.25,10.0,-46.625
741.75,0.031,0.0,-6.125,10.0,-46.625
742.26,0.056,0.0,-6.25,10.0,-46.625
742.76,0.037,0.0,-6.125,9.875,-46.5
743.27,0.056,0.0,-6.125,9.75,-46.25
743.87,0.037,0.0,-6.0,9.75,-46.25
744.47,0.057,0.034906585,-5.375,9.875,-46.125
745.17,0.078,0.034906585,-4.875,9.75,-46.125
745.77,0.088,0.017453293,-4.625,9.875,-45.875
746.395,0.087,0.0,-4.25,9.875,-45.75
746.98,0.088,0.017453293,-4.125,10.0,-45.75
747.48,0.089,0.0,-3.875,10.125,-46.0
748.09,0.059,0.0,-3.625,10.125,-45.875
748.6,0.09,0.0,-3.5,10.25,-45.75
749.2,0.086,0.0,-3.75,10.375,-45.625
749.714,0.059,0.0,-3.875,10.5,-45.625
750.244,0.09,0.0,-4.125,10.5,-45.5
750.86,0.09,0.0,-4.625,10.625,-45.5
751.364,0.088,0.0,-4.75,10.75,-45.5
751.89,0.062,0.0,-4.375,10.75,-45.25
752.433,0.088,0.0,-4.25,10.875,-45.25
752.94,0.086,0.0,-4.25,10.875,-45.125
753.54,0.059,0.0,-4.375,10.875,-45.0
754.04,0.088,0.0,-4.5,11.0,-44.875
754.54,0.06,0.0,-4.25,10.875,-44.75
755.04,0.088,0.0,-4.5,10.75,-44.875
755.55,0.088,0.0,-4.625,10.875,-44.625
756.15,0.088,0.0,-4.75,10.875,-44.625
756.75,0.057,0.0,-5.0,10.625,-44.375
757.25,0.09,0.0,-5.25,10.75,-44.25
757.76,0.059,0.0,-5.375,10.625,-44.125
758.26,0.089,0.0,-5.375,10.5,-43.625
758.77,0.059,0.0,-5.75,10.375,-43.5
759.28,0.09,0.0,-5.875,10.125,-43.375
759.88,0.086,0.0,-6.125,10.125,-43.125
760.38,0.059,0.0,-6.5,9.75,-42.875
760.88,0.09,0.0,-6.75,9.375,-42.625
761.39,0.06,0.0,-6.875,9.25,-42.375
761.91,0.088,0.0,-7.0,9.0,-42.25
762.41,0.059,0.0,-7.125,8.625,-42.0
762.93,0.09,0.0,-7.25,8.375,-41.75
763.43,0.088,0.0,-7.25,8.375,-41.5
764.03,0.058,0.0,-7.375,8.0,-41.25
764.53,0.087,0.0,-7.25,8.0,-41.0
765.13,0.09,0.0,-7.0,7.75,-40.875
765.746,0.089,0.0,-7.0,7.5,-40.875
766.36,0.088,0.0,-7.0,7.375,-41.0
766.872,0.059,0.0,-7.125,7.125,-41.125
767.39,0.09,0.0,-7.375,6.875,-41.375
767.923,0.088,0.0,-7.5,6.75,-41.5
768.44,0.029,-0.052359878,-8.375,6.125,-41.5
769.02,0.004,-0.27925268,-10.375,4.125,-41.5
769.562,0.0,-0.33161256,-12.25,1.125,-41.5
770.09,0.001,-0.20943951,-12.875,-1.5,-41.5
770.6,0.0,-0.31415927,-12.75,-4.25,-41.5
771.21,0.0,-0.29670597,-11.875,-7.5,-41.625
772.036,0.002,-0.052359878,-11.5,-8.125,-41.5
772.62,0.033,0.0,-11.375,-8.0,-41.5
773.22,0.055,0.0,-11.125,-7.875,-41.375
773.73,0.056,0.0,-11.0,-7.875,-41.375
774.33,0.057,0.0,-11.0,-7.625,-41.375
774.84,0.035,0.0,-10.75,-7.5,-41.375
775.46,0.056,0.0,-10.875,-7.125,-41.375
776.07,0.057,0.0,-10.875,-7.125,-41.375
776.67,0.055,0.0,-10.875,-7.0,-41.5
777.27,0.055,0.0,-10.75,-6.875,-41.625
777.88,0.055,0.0,-10.875,-6.5,-41.625
778.38,0.055,0.0,-11.0,-6.625,-41.625
778.88,0.037,0.0,-10.75,-6.5,-41.75
779.38,0.055,0.0,-10.625,-6.25,-41.875
780.0,0.055,0.0,-10.75,-6.0,-42.0
780.51,0.036,0.0,-10.625,-5.875,-42.125
781.11,0.058,0.0,-10.5,-5.75,-42.25
781.56,0.038,0.0,-10.5,-5.5,-42.5
782.07,0.057,0.0,-10.375,-5.25,-42.75
782.68,0.055,0.0,-10.5,-5.375,-43.0
783.19,0.038,0.0,-10.5,-5.125,-43.25
783.81,0.054,0.0,-10.625,-5.0,-43.375
784.323,0.056,0.0,-10.75,-4.625,-43.875
784.85,0.037,0.0,-10.875,-5.125,-44.0
785.37,0.055,0.0,-11.0,-5.125,-44.375
785.98,0.055,0.0,-11.125,-4.875,-44.625
786.48,0.037,0.0,-11.375,-4.875,-44.75
786.99,0.057,0.0,-11.5,-5.0,-44.875
787.49,0.055,0.0,-11.625,-5.0,-45.125
788.09,0.035,0.0,-12.0,-4.75,-45.125
788.64,0.057,0.0,-12.125,-5.0,-45.25
789.2,0.055,0.0,-12.5,-4.875,-45.25
789.81,0.055,0.0,-12.625,-5.0,-45.375
790.42,0.055,0.0,-12.875,-4.75,-45.375
791.02,0.055,0.017453293,-13.25,-4.5,-45.375
791.525,0.085,0.0,-13.25,-4.5,-45.375
792.13,0.091,0.0,-13.375,-4.125,-45.5
792.646,0.059,0.0,-13.5,-3.875,-45.75
793.27,0.092,0.0,-13.625,-3.875,-45.875
793.79,0.088,0.0,-13.75,-3.875,-46.0
794.29,0.059,0.0,-13.875,-4.0,-46.125
794.89,0.089,0.0,-13.875,-3.75,-46.125
795.39,0.088,0.0,-14.0,-3.75,-46.125
795.99,0.087,0.0,-13.75,-3.625,-46.375
796.594,0.089,0.0,-14.0,-3.625,-46.5
797.12,0.061,0.0,-13.875,-3.25,-46.75
797.71,0.092,0.0,-14.0,-3.375,-47.0
798.15,0.06,0.0,-13.875,-3.0,-47.375
798.75,0.088,0.0,-13.875,-3.25,-47.5
799.28,0.088,0.0,-14.0,-2.875,-47.75
799.79,0.057,0.0,-14.0,-2.875,-47.875
800.306,0.092,0.0,-14.0,-2.75,-48.125
800.92,0.086,0.0,-14.125,-2.375,-48.25
801.52,0.09,0.0,-14.25,-2.375,-48.375
802.04,0.088,0.0,-14.375,-2.375,-48.625
802.65,0.06,0.0,-14.375,-2.5,-48.875
803.15,0.09,0.0,-14.25,-2.125,-49.0
803.731,0.088,0.0,-14.375,-2.0,-49.25
804.16,0.059,0.0,-14.5,-1.875,-49.25
804.68,0.086,0.0,-14.5,-1.75,-49.375
805.29,0.061,0.0,-14.625,-1.625,-49.625
805.8,0.088,0.0,-14.75,-1.5,-49.5
806.3,0.089,0.0,-14.875,-1.375,-49.75
806.82,0.059,0.0,-14.875,-1.0,-49.75
807.42,0.088,0.0,-14.875,-0.875,-49.875
807.93,0.088,0.0,-14.875,-0.625,-50.0
808.43,0.059,0.0,-14.875,-0.5,-50.0
808.94,0.09,0.0,-14.75,-0.25,-50.25
809.45,0.06,0.0,-14.875,-0.25,-50.375
809.95,0.088,0.0,-14.875,-0.0,-50.625
810.45,0.059,0.0,-14.75,-0.0,-50.875
810.95,0.088,0.0,-14.75,0.125,-51.125
811.46,0.059,0.0,-14.875,0.125,-51.375
811.97,0.088,0.0,-15.25,-0.125,-51.625
812.47,0.021,-0.087266463,-15.625,-1.625,-51.75
813.08,0.004,-0.29670597,-15.375,-5.25,-51.75
813.58,0.0,-0.31415927,-14.25,-8.875,-51.75
814.08,0.0,-0.20943951,-12.0,-11.875,-52.0
814.58,0.001,-0.29670597,-9.625,-14.25,-52.0
815.09,0.0,-0.20943951,-6.375,-15.75,-52.125
815.59,0.001,-0.10471976,-5.5,-16.0,-52.125
816.4,0.019,-0.034906585,-4.875,-16.25,-51.875
816.92,0.036,0.0,-4.75,-16.125,-51.625
817.52,0.055,0.0,-4.625,-16.125,-51.25
818.02,0.056,0.0,-4.375,-16.0,-50.875
818.52,0.035,0.0,-4.25,-16.0,-50.625
819.13,0.055,0.0,-4.0,-16.125,-50.375
819.63,0.057,0.0,-3.875,-16.125,-50.125
820.23,0.054,0.0,-3.75,-16.0,-49.875
820.73,0.038,0.0,-3.5,-16.0,-49.75
821.33,0.055,0.0,-3.375,-16.125,-49.625
821.854,0.053,0.0,-3.375,-16.25,-49.75
822.36,0.037,0.0,-3.0,-16.125,-49.75
823.061,0.073,0.0,-2.75,-16.25,-49.875
823.57,0.037,0.0,-2.75,-16.375,-50.0
824.18,0.055,0.0,-2.875,-16.375,-50.125
824.68,0.057,0.0,-2.625,-16.5,-50.25
825.2,0.053,0.0,-3.0,-16.375,-50.375
826.11,0.075,0.052359878,-3.75,-16.375,-50.375
826.91,0.094,0.0,-4.25,-16.25,-50.5
827.61,0.088,0.0,-5.125,-15.875,-50.625
828.31,0.117,0.052359878,-5.625,-15.5,-50.5
828.91,0.098,0.017453293,-5.875,-15.0,-50.375
829.42,0.118,0.0,-5.875,-14.75,-50.125
830.12,0.118,-0.017453293,-5.375,-15.0,-49.875
830.63,0.093,0.0,-5.375,-14.875,-49.75
831.155,0.061,0.0,-5.125,-15.0,-49.625
831.675,0.093,0.0,-5.125,-15.0,-49.375
832.206,0.061,0.0,-5.5,-15.0,-49.375
832.82,0.09,0.0,-5.125,-15.25,-49.125
833.42,0.088,0.0,-4.75,-15.25,-49.0
833.93,0.088,0.0,-4.5,-15.375,-48.875
834.46,0.058,0.0,-3.875,-15.5,-48.75
834.98,0.09,0.0,-3.75,-15.625,-48.625
835.51,0.088,0.0,-3.5,-15.625,-48.5
836.12,0.088,0.0,-3.875,-15.875,-48.5
836.72,0.059,0.0,-3.25,-16.0,-48.5
837.23,0.09,0.0,-3.0,-15.875,-48.625
837.74,0.086,0.0,-3.0,-16.0,-48.75
838.25,0.059,0.0,-2.875,-16.0,-48.875
838.78,0.088,0.0,-2.5,-16.125,-49.0
839.39,0.089,0.0,-2.125,-16.25,-49.125
839.954,0.087,0.0,-2.0,-16.25,-49.5
840.51,0.062,0.0,-1.375,-16.25,-49.75
841.037,0.092,0.0,-1.125,-16.375,-50.125
841.55,0.059,0.0,-0.875,-16.375,-50.375
842.15,0.089,0.0,-0.875,-16.5,-50.625
842.65,0.087,0.0,-0.625,-16.5,-50.875
843.16,0.06,0.0,-0.375,-16.5,-51.375
843.68,0.059,-0.052359878,0.25,-16.375,-51.5
844.2,0.004,-0.29670597,3.625,-15.125,-51.625
844.73,0.0,-0.20943951,6.625,-12.875,-51.75
845.34,0.0,-0.29670597,9.5,-9.375,-51.625
845.95,0.0,-0.31415927,10.875,-5.0,-51.625
846.45,0.0,-0.20943951,11.0,-1.75,-51.625
846.95,0.001,-0.13962634,10.75,-0.75,-51.5
847.76,0.006,-0.017453293,10.625,-0.25,-51.625
848.26,0.049,0.0,10.5,-0.125,-51.5
848.76,0.037,0.0,10.125,0.125,-51.375
849.37,0.055,0.0,9.875,-0.0,-51.375
850.07,0.091,0.017453293,9.375,-0.5,-51.125
850.67,0.06,0.017453293,9.75,-0.75,-50.5
851.18,0.09,0.0,9.5,-0.875,-50.0
851.78,0.088,0.0,9.5,-0.75,-49.5
852.3,0.059,0.0,9.75,-0.875,-49.0
852.82,0.088,0.0,10.0,-1.0,-48.625
853.32,0.093,0.0,10.375,-0.875,-48.375
853.92,0.057,0.0,10.25,-0.875,-48.25
854.52,0.09,0.0,10.5,-0.5,-47.875
855.048,0.088,0.0,10.5,-0.5,-47.75
855.55,0.09,0.0,10.75,-0.375,-47.75
856.26,0.088,0.034906585,11.0,-0.75,-47.625
856.761,0.086,0.0,11.375,-0.875,-47.375
857.289,0.061,0.0,11.5,-0.75,-47.25
857.813,0.093,0.0,11.5,-0.75,-47.375
858.43,0.09,0.0,11.5,-0.875,-47.25
858.95,0.059,0.0,11.625,-1.0,-47.25
859.45,0.09,0.0,11.625,-1.0,-47.125
860.05,0.088,0.0,11.625,-1.125,-47.0
860.55,0.058,0.0,11.75,-1.125,-46.875
861.075,0.09,0.0,11.75,-1.0,-46.875
861.56,0.059,0.0,11.75,-1.25,-46.875
862.07,0.088,0.0,11.625,-1.125,-46.75
862.595,0.06,0.0,11.75,-1.25,-46.75
863.08,0.09,0.0,11.875,-1.125,-46.75
863.59,0.059,0.0,12.0,-1.125,-46.625
864.105,0.088,0.0,12.0,-1.125,-46.625
864.6,0.059,0.0,12.0,-0.75,-46.5
865.1,0.088,0.0,12.0,-0.875,-46.625
865.625,0.06,0.0,11.875,-0.875,-46.75
866.12,0.09,0.0,12.25,-0.75,-46.625
866.63,0.059,0.0,12.25,-0.875,-46.625
867.23,0.09,0.0,12.375,-0.75,-46.625
867.74,0.089,0.0,12.25,-0.75,-46.75
868.27,0.057,0.0,12.25,-0.75,-47.0
868.77,0.088,0.017453293,12.375,-0.875,-47.0
869.38,0.09,0.0,12.5,-0.875,-47.125
869.88,0.06,0.0,12.5,-0.875,-47.125
870.51,0.089,0.0,12.375,-1.0,-47.125
871.03,0.088,0.0,12.5,-0.625,-47.375
871.55,0.06,0.0,12.75,-0.625,-47.375
872.15,0.09,0.0,12.875,-0.625,-47.5
872.75,0.088,0.0,12.75,-0.875,-47.75
873.25,0.088,0.0,12.875,-0.75,-47.875
873.76,0.09,0.0,12.875,-0.5,-48.125
874.37,0.059,0.0,13.0,-0.75,-48.375
874.89,0.086,0.0,13.0,-0.875,-48.625
875.59,0.12,0.017453293,12.75,-1.125,-48.875
876.2,0.088,0.017453293,12.25,-1.375,-49.125
876.709,0.058,0.034906585,11.875,-1.75,-49.375
877.235,0.092,0.0,11.5,-1.75,-49.375
877.86,0.063,0.0,10.75,-1.625,-49.125
878.375,0.09,0.0,10.375,-1.625,-48.875
878.895,0.062,0.0,10.5,-1.75,-48.5
879.425,0.092,0.0,10.5,-1.625,-48.125
880.03,0.088,0.0,10.5,-1.625,-47.75
880.535,0.059,0.0,10.625,-1.125,-47.5
881.04,0.09,0.0,10.625,-1.125,-47.25
881.65,0.09,0.0,10.75,-1.0,-47.25
882.175,0.088,0.0,11.0,-1.0,-47.0
882.67,0.058,0.0,11.125,-0.875,-47.0
883.18,0.09,0.0,11.125,-0.875,-46.875
883.78,0.082,0.0,11.125,-0.875,-47.0
884.28,0.009,-0.13962634,10.75,1.5,-47.0
884.78,0.001,-0.29670597,9.125,4.75,-46.875
885.3,0.0,-0.20943951,6.625,7.5,-46.875
885.823,0.0,-0.29670597,3.375,9.75,-46.625
886.35,0.001,-0.31415927,-0.375,10.875,-46.625
886.87,0.002,-0.19198622,-3.75,10.875,-46.375
887.58,0.002,-0.052359878,-4.25,10.75,-46.625
888.28,0.007,-0.052359878,-5.25,10.625,-46.375
888.78,0.031,0.0,-5.25,10.625,-46.25
889.29,0.056,0.0,-5.125,10.625,-46.0
889.9,0.054,0.0,-5.0,10.75,-45.875
890.5,0.055,0.0,-5.0,10.625,-45.625
891.1,0.055,0.0,-4.875,10.75,-45.5
891.62,0.055,0.0,-4.625,10.75,-45.375
892.13,0.037,0.0,-4.625,10.75,-45.25
892.64,0.057,0.0,-4.5,10.625,-45.0
893.14,0.035,0.0,-4.25,10.625,-45.0
893.66,0.056,0.0,-4.125,10.625,-44.875
894.23,0.038,0.0,-4.0,10.625,-44.875
894.67,0.034,-0.087266463,-5.125,10.375,-45.0
895.27,0.003,-0.27925268,-9.0,8.875,-44.875
895.77,0.0,-0.20943951,-11.75,6.75,-44.75
896.28,0.001,-0.31415927,-13.875,3.875,-44.75
896.78,0.0,-0.20943951,-15.375,0.375,-44.875
897.29,0.0,-0.31415927,-15.875,-3.125,-44.875
897.8,0.001,-0.087266463,-15.75,-4.375,-44.75
898.6,0.021,-0.034906585,-15.625,-5.375,-44.75
899.2,0.035,0.0,-15.625,-5.25,-44.875
899.7,0.03,0.0,-15.5,-5.125,-45.0
900.21,0.02,0.0,-15.25,-5.25,-45.0
900.72,0.03,0.0,-15.375,-5.125,-45.125
901.22,0.021,0.0,-15.25,-5.125,-45.25
901.77,0.03,0.0,-15.25,-5.25,-45.25
902.24,0.021,0.0,-15.25,-5.375,-45.25
902.75,0.031,0.0,-15.25,-5.25,-45.25
903.275,0.02,0.0,-15.125,-5.375,-45.5
903.86,0.03,0.0,-15.125,-5.375,-45.5
904.36,0.03,0.0,-15.125,-5.25,-45.625
904.87,0.021,0.0,-15.125,-5.25,-45.75
905.39,0.031,0.0,-15.125,-5.375,-45.75
906.0,0.029,0.0,-15.0,-5.375,-45.875
906.5,0.021,0.0,-15.0,-5.5,-46.125
907.11,0.03,0.0,-15.0,-5.5,-46.25
907.61,0.03,0.0,-15.0,-5.25,-46.25
908.11,0.02,0.0,-15.0,-5.5,-46.375
908.73,0.03,0.0,-15.0,-5.5,-46.5
909.256,0.031,0.0,-15.0,-5.625,-46.625
909.77,0.02,0.0,-15.125,-5.625,-46.75
910.29,0.03,0.0,-15.125,-5.75,-46.875
910.9,0.03,0.0,-15.25,-5.625,-46.875
911.5,0.03,0.0,-15.25,-5.75,-47.0
912.0,0.03,0.0,-15.25,-5.75,-47.25
912.5,0.02,0.0,-15.375,-5.75,-47.25
913.0,0.031,0.0,-15.5,-5.875,-47.375
913.51,0.02,0.0,-15.5,-5.875,-47.5
914.12,0.03,0.0,-15.75,-5.875,-47.625
914.72,0.03,0.0,-15.875,-6.0,-47.75
915.52,0.04,0.017453293,-16.375,-5.625,-47.625
916.12,0.029,0.017453293,-16.375,-5.375,-47.875
916.62,0.053,0.0,-16.875,-5.25,-47.75
917.12,0.038,0.0,-17.0,-5.25,-47.75
917.63,0.056,0.0,-17.25,-5.375,-47.5
918.24,0.037,0.0,-17.375,-5.25,-47.375
918.84,0.055,0.0,-17.375,-5.25,-47.25
919.34,0.053,0.0,-17.625,-5.25,-46.875
919.856,0.057,0.0,-17.875,-5.25,-46.75
920.35,0.035,0.0,-17.75,-5.125,-46.375
920.96,0.056,0.0,-17.625,-5.125,-46.375
921.47,0.055,0.0,-17.5,-5.125,-46.125
922.07,0.056,0.0,-17.5,-5.125,-46.0
922.57,0.037,0.0,-17.375,-5.125,-45.875
923.18,0.055,0.0,-17.375,-5.125,-45.875
923.78,0.055,0.0,-17.25,-5.0,-45.75
924.396,0.055,0.0,-17.25,-5.125,-45.625
925.0,0.055,0.0,-17.125,-5.25,-45.625
925.5,0.056,0.0,-16.875,-5.25,-45.75
926.02,0.037,0.0,-17.0,-5.25,-45.75
926.54,0.057,0.0,-17.0,-4.875,-45.625
927.07,0.035,0.0,-16.75,-5.125,-45.75
927.69,0.055,0.0,-16.75,-5.125,-45.625
928.194,0.058,0.0,-16.75,-5.125,-45.75
928.81,0.057,0.0,-16.875,-5.0,-45.75
929.33,0.053,0.0,-16.875,-4.875,-45.75
929.86,0.039,0.0,-16.875,-4.75,-45.625
930.447,0.058,0.0,-16.875,-4.75,-45.625
931.29,0.074,0.034906585,-17.0,-3.625,-45.75
932.01,0.092,0.017453293,-17.0,-3.25,-45.625
932.549,0.062,0.0,-17.0,-3.125,-45.625
933.26,0.142,0.017453293,-16.625,-3.0,-45.625
933.97,0.118,0.0,-16.625,-2.625,-45.625
934.49,0.1,0.0,-16.5,-2.375,-45.625
934.99,0.059,0.0,-16.375,-2.375,-46.0
935.5,0.088,0.0,-16.375,-2.375,-46.0
936.01,0.06,0.0,-16.5,-2.375,-46.125
936.51,0.09,0.0,-16.5,-2.125,-46.375
937.01,0.057,0.0,-16.5,-2.25,-46.375
937.61,0.088,0.0,-16.625,-2.25,-46.375
938.12,0.09,0.0,-16.75,-1.875,-46.375
938.65,0.057,0.0,-16.75,-2.0,-46.375
939.26,0.09,0.0,-16.875,-2.125,-46.375
939.77,0.091,0.0,-16.75,-1.875,-46.25
940.3,0.057,0.0,-16.875,-2.125,-46.125
940.91,0.088,0.0,-16.625,-2.125,-46.0
941.41,0.088,0.0,-16.5,-2.125,-46.125
941.91,0.086,0.0,-16.375,-2.125,-46.125
942.52,0.061,0.0,-16.0,-2.0,-46.25
943.02,0.088,0.0,-15.75,-2.375,-46.25
943.544,0.088,0.0,-15.5,-2.25,-46.5
944.18,0.092,0.0,-15.375,-2.75,-46.75
944.7,0.062,0.0,-15.25,-2.875,-46.875
945.21,0.09,0.0,-15.0,-2.625,-47.25
945.71,0.06,0.0,-14.875,-2.625,-47.5
946.31,0.087,0.0,-14.75,-2.75,-47.75
946.81,0.086,0.0,-14.875,-2.875,-48.0
947.31,0.06,0.0,-14.875,-3.125,-48.25
947.82,0.088,0.0,-15.0,-3.125,-48.375
948.32,0.059,0.0,-15.25,-3.125,-48.625
948.83,0.09,0.0,-15.375,-3.25,-48.75
949.33,0.06,0.0,-15.5,-3.125,-48.75
949.83,0.085,0.0,-15.25,-3.25,-48.75
950.34,0.06,0.0,-15.5,-3.375,-48.75
950.84,0.09,0.0,-15.375,-3.125,-48.875
951.35,0.059,0.0,-15.375,-3.125,-49.0
951.86,0.088,0.0,-15.375,-3.25,-49.125
952.36,0.06,0.0,-15.25,-3.125,-49.25
952.87,0.069,0.034906585,-15.5,-2.75,-49.375
953.47,0.005,0.26179939,-15.0,0.375,-49.375
953.97,0.0,0.19198622,-13.5,4.0,-49.375
954.48,0.002,0.31415927,-11.25,6.5,-49.25
954.99,0.001,0.20943951,-8.375,8.625,-49.375
955.516,0.0,0.29670597,-4.75,9.875,-49.5
956.045,0.002,0.19198622,-2.0,10.0,-49.625
956.76,0.019,0.017453293,-1.625,10.0,-49.625
957.36,0.054,0.0,-1.5,9.875,-49.375
957.87,0.056,0.0,-1.25,10.0,-49.5
958.47,0.037,0.0,-1.25,9.75,-49.5
958.97,0.055,0.0,-1.125,9.875,-49.25
959.58,0.054,0.0,-1.0,9.75,-49.25
