t,delta_trans,delta_theta,mx,my,mz
0.0,0.0,0.0,-3.84375,-12.78125,-43.28125
0.684,0.0,0.0,-3.84375,-12.75,-43.3125
1.24,0.0,0.0,-3.84375,-12.75,-43.3125
1.76,0.01,0.0,-3.9375,-12.75,-43.21875
2.391,0.02,0.0,-3.875,-12.9375,-43.0
2.929,0.033,0.0,-3.84375,-13.09375,-42.71875
3.35,0.02,0.0,-3.8125,-13.125,-42.53125
3.979,0.032,0.0,-3.75,-13.15625,-42.125
4.508,0.032,0.0,-3.78125,-13.25,-41.96875
5.025,0.033,0.0,-3.8125,-13.375,-41.625
5.645,0.056,0.0,-3.625,-13.40625,-41.1875
6.175,0.058,0.0,-3.34375,-13.375,-40.875
6.695,0.039,0.0,-2.90625,-13.21875,-40.65625
7.227,0.057,0.0,-2.6875,-13.125,-40.59375
7.745,0.04,0.0,-2.375,-12.875,-40.65625
8.165,0.037,0.0,-1.84375,-12.59375,-40.875
8.895,0.058,0.0,-1.5625,-12.28125,-41.1875
9.418,0.058,0.0,-1.53125,-11.90625,-41.4375
10.105,0.057,0.0,-1.53125,-11.46875,-41.90625
10.47,0.037,0.0,-1.84375,-11.15625,-42.21875
11.095,0.059,0.0,-2.0,-10.9375,-42.59375
11.615,0.057,0.0,-2.09375,-10.5,-43.03125
12.245,0.056,0.0,-2.53125,-10.125,-43.1875
12.76,0.04,0.0,-2.90625,-9.84375,-43.4375
13.285,0.056,0.0,-3.21875,-9.625,-43.65625
13.82,0.039,0.0,-3.78125,-9.59375,-43.78125
14.445,0.059,0.0,-4.09375,-9.53125,-43.84375
14.965,0.056,0.0,-4.4375,-9.625,-43.9375
15.5,0.039,0.0,-4.75,-9.75,-43.84375
16.115,0.056,0.0,-5.34375,-9.875,-43.84375
16.635,0.058,0.0,-5.84375,-10.0625,-43.75
17.17,0.039,0.0,-6.0,-10.25,-43.5625
17.854,0.044,-0.034906585,-6.125,-10.75,-43.5
18.315,0.005,-0.27925268,-4.21875,-11.1875,-43.625
18.849,0.0,-0.2268928,-1.78125,-11.25,-43.59375
19.465,0.001,-0.33161256,0.96875,-10.5,-43.71875
19.985,0.0,-0.33161256,2.9375,-9.21875,-43.8125
20.509,0.0,-0.2268928,4.5625,-7.59375,-43.84375
21.343,0.013,-0.17453293,5.0625,-6.3125,-43.65625
21.871,0.054,0.0,5.4375,-5.96875,-43.53125
22.45,0.039,0.0,5.90625,-5.71875,-43.375
23.025,0.058,0.0,6.03125,-5.46875,-43.1875
23.445,0.037,0.0,6.25,-5.40625,-43.09375
24.077,0.059,0.0,6.40625,-5.15625,-43.0625
24.589,0.037,0.0,6.65625,-5.0,-43.0
25.11,0.057,0.0,7.125,-4.8125,-43.0
25.626,0.056,0.0,7.375,-4.78125,-42.84375
26.15,0.039,0.0,7.4375,-4.5625,-42.875
26.671,0.057,0.0,7.59375,-4.5625,-42.875
27.201,0.04,0.0,7.65625,-4.40625,-42.875
27.729,0.058,0.0,7.9375,-4.34375,-42.9375
28.359,0.038,0.0,8.28125,-4.28125,-42.96875
28.975,0.057,0.0,8.625,-4.15625,-42.96875
29.495,0.056,0.0,9.0625,-4.0625,-43.125
30.191,0.058,0.0,9.125,-4.03125,-43.125
30.754,0.059,0.0,9.53125,-3.90625,-43.21875
31.378,0.056,0.0,9.65625,-3.78125,-43.375
31.895,0.057,0.0,9.875,-3.6875,-43.65625
32.515,0.056,0.0,10.0,-3.65625,-43.8125
33.135,0.057,0.0,9.78125,-3.625,-44.0
33.66,0.038,0.0,9.71875,-3.5,-44.21875
34.285,0.059,0.0,9.6875,-3.46875,-44.4375
34.908,0.056,0.0,9.65625,-3.46875,-44.625
35.425,0.057,0.0,9.53125,-3.53125,-44.75
35.95,0.04,0.0,9.3125,-3.625,-44.875
36.475,0.036,-0.052359878,9.0,-3.25,-44.9375
37.009,0.003,-0.19198622,8.71875,-0.15625,-44.9375
37.633,0.0,-0.34906585,7.46875,3.59375,-44.90625
38.155,0.0,-0.31415927,5.5,6.03125,-44.90625
38.785,0.001,-0.31415927,2.5,8.15625,-44.75
39.299,0.001,-0.20943951,-0.71875,9.0,-44.5625
40.141,0.013,-0.17453293,-2.65625,9.03125,-44.4375
40.565,0.033,0.0,-2.9375,9.1875,-44.34375
41.195,0.06,0.0,-2.96875,9.375,-44.25
41.715,0.056,0.0,-2.9375,9.625,-44.21875
42.245,0.04,0.0,-2.90625,9.71875,-44.1875
42.665,0.037,0.0,-3.09375,9.8125,-44.125
43.191,0.058,0.0,-3.09375,9.9375,-44.15625
43.815,0.038,0.0,-3.03125,9.96875,-44.25
44.34,0.056,0.0,-2.84375,10.125,-44.3125
44.965,0.06,0.0,-2.90625,10.15625,-44.53125
45.485,0.056,0.0,-2.71875,10.15625,-44.5625
46.02,0.038,0.0,-2.71875,10.15625,-44.71875
46.645,0.06,0.0,-2.59375,10.125,-44.8125
47.26,0.056,0.0,-2.71875,10.15625,-44.9375
47.785,0.056,0.0,-2.84375,10.125,-45.1875
48.32,0.039,0.0,-2.78125,10.09375,-45.375
48.944,0.059,0.0,-2.9375,10.0625,-45.4375
49.465,0.057,0.0,-2.96875,10.0625,-45.65625
50.0,0.038,0.0,-3.21875,10.0,-45.90625
50.615,0.056,0.0,-3.21875,10.03125,-46.0625
51.135,0.013,-0.13962634,-4.59375,9.875,-46.25
51.669,0.001,-0.20943951,-7.6875,8.6875,-45.9375
52.295,0.0,-0.34906585,-11.46875,6.21875,-45.90625
52.815,0.001,-0.33161256,-13.5625,3.46875,-45.78125
53.409,0.0,-0.2268928,-15.0,-0.09375,-45.8125
53.973,0.0,-0.31415927,-15.34375,-3.8125,-45.8125
54.959,0.047,0.052359878,-15.1875,-3.71875,-45.53125
55.43,0.039,0.087266463,-14.9375,-2.375,-45.46875
56.065,0.059,0.0,-14.90625,-2.21875,-45.3125
56.695,0.058,0.0,-14.5625,-2.25,-45.25
57.215,0.057,0.0,-14.3125,-2.40625,-45.1875
57.75,0.038,0.0,-14.0625,-2.53125,-45.21875
58.368,0.058,0.0,-13.78125,-2.5,-45.3125
58.785,0.037,0.0,-13.25,-2.53125,-45.5
59.419,0.059,0.0,-13.0,-2.625,-45.71875
60.046,0.058,0.0,-12.875,-2.78125,-45.96875
60.576,0.056,0.0,-12.65625,-2.78125,-46.15625
61.16,0.039,0.0,-12.9375,-2.90625,-46.28125
61.722,0.059,0.0,-13.375,-3.03125,-46.3125
62.348,0.056,0.0,-13.78125,-3.03125,-46.1875
62.759,0.038,0.0,-14.125,-3.0,-45.875
63.399,0.058,0.0,-14.46875,-3.09375,-45.5625
63.915,0.056,0.0,-14.75,-3.15625,-45.09375
64.45,0.039,0.0,-14.90625,-3.1875,-44.34375
65.075,0.059,0.0,-14.84375,-3.25,-43.53125
65.595,0.057,0.0,-14.75,-3.25,-42.84375
66.124,0.039,0.0,-14.15625,-3.4375,-42.03125
66.771,0.06,0.0,-13.71875,-3.5,-41.125
67.393,0.056,0.0,-12.71875,-3.5625,-40.5
67.92,0.058,0.0,-11.90625,-3.8125,-40.0
68.46,0.038,0.0,-11.0,-3.9375,-39.625
69.085,0.059,0.0,-9.6875,-4.03125,-39.375
69.605,0.057,0.0,-8.625,-4.125,-39.34375
70.14,0.038,0.0,-7.46875,-4.21875,-39.46875
70.779,0.061,0.0,-6.09375,-4.375,-39.75
71.402,0.056,0.0,-5.0,-4.53125,-40.3125
71.93,0.057,0.0,-3.90625,-4.8125,-40.9375
72.455,0.038,0.0,-2.875,-5.03125,-41.625
73.083,0.059,0.0,-2.15625,-5.375,-42.46875
73.605,0.057,0.0,-1.625,-5.625,-43.28125
74.129,0.038,0.0,-0.40625,-5.84375,-44.21875
74.754,0.058,0.0,0.40625,-6.0625,-45.375
75.285,0.058,0.0,1.15625,-6.375,-46.3125
75.82,0.038,0.0,1.84375,-6.6875,-47.46875
76.446,0.059,0.0,2.34375,-6.90625,-48.6875
76.965,0.057,0.0,3.46875,-7.1875,-49.875
77.5,0.038,0.0,3.875,-7.5,-51.21875
78.115,0.056,0.0,4.71875,-7.8125,-52.8125
78.635,0.058,0.0,5.3125,-8.125,-54.3125
79.169,0.039,0.0,5.78125,-8.6875,-55.8125
79.805,0.059,0.0,6.15625,-8.96875,-57.6875
80.425,0.05,0.0,6.78125,-9.3125,-59.3125
80.945,0.008,-0.2268928,7.90625,-7.5625,-59.5625
81.575,0.002,-0.33161256,8.5,-3.8125,-59.59375
82.095,0.0,-0.2268928,8.15625,-0.65625,-59.5
82.615,0.0,-0.33161256,6.78125,2.1875,-59.40625
83.143,0.0,-0.20943951,4.84375,4.6875,-59.25
83.975,0.0,-0.2443461,2.75,6.3125,-59.21875
84.585,0.045,-0.017453293,1.1875,6.6875,-59.5
85.105,0.056,0.0,-0.15625,6.84375,-59.65625
85.735,0.056,0.0,-1.625,6.84375,-59.6875
86.25,0.039,0.0,-2.65625,6.6875,-59.65625
86.89,0.059,0.0,-4.21875,6.34375,-59.40625
87.405,0.056,0.0,-5.71875,5.875,-59.03125
87.94,0.039,0.0,-7.09375,5.3125,-58.46875
88.565,0.059,0.0,-8.34375,4.65625,-57.53125
89.143,0.041,0.0,-9.0625,4.0625,-57.0
89.62,0.002,-0.15707963,-10.28125,2.90625,-56.9375
90.253,0.002,-0.34906585,-11.71875,0.09375,-56.8125
90.882,0.0,-0.33161256,-12.46875,-3.21875,-56.84375
91.41,0.0,-0.31415927,-12.03125,-6.0625,-56.84375
91.935,0.0,-0.2268928,-11.0,-8.59375,-56.90625
92.567,0.002,-0.17453293,-10.1875,-9.4375,-57.0
93.4,0.026,0.0,-9.78125,-9.5,-56.0625
93.925,0.057,0.087266463,-9.375,-8.21875,-54.84375
94.535,0.037,0.017453293,-8.8125,-6.9375,-53.5
95.05,0.058,0.017453293,-8.15625,-6.375,-52.375
95.575,0.039,0.052359878,-7.15625,-5.53125,-51.65625
96.11,0.056,0.0,-6.625,-5.28125,-51.0
96.735,0.059,0.0,-5.65625,-4.6875,-50.375
97.358,0.057,0.0,-4.6875,-4.0625,-49.6875
97.775,0.037,0.0,-4.09375,-3.71875,-49.21875
98.401,0.059,0.0,-3.9375,-3.40625,-48.75
98.925,0.056,0.0,-3.09375,-3.0,-48.0625
99.46,0.039,0.0,-2.625,-2.8125,-47.46875
100.095,0.059,0.0,-1.6875,-2.65625,-46.71875
100.715,0.058,0.0,-0.65625,-2.4375,-45.96875
101.225,0.055,0.0,-0.15625,-2.25,-45.4375
101.749,0.038,0.0,0.59375,-2.125,-44.9375
102.275,0.058,0.0,1.15625,-2.15625,-44.5
102.81,0.038,0.0,2.15625,-2.1875,-44.0625
103.434,0.06,0.0,2.5,-2.21875,-43.78125
103.955,0.056,0.0,3.40625,-2.34375,-43.59375
104.697,0.059,0.0,4.3125,-2.625,-43.375
105.228,0.057,0.0,5.09375,-2.84375,-43.375
105.75,0.038,0.0,5.6875,-2.9375,-43.3125
106.381,0.059,0.0,6.125,-3.25,-43.375
106.911,0.057,0.0,6.34375,-3.59375,-43.40625
107.435,0.038,0.0,6.71875,-3.71875,-43.53125
108.275,0.078,0.0,7.15625,-4.0625,-43.625
108.9,0.058,0.0,7.40625,-4.28125,-43.71875
109.425,0.057,0.0,7.5,-4.53125,-43.78125
109.95,0.038,0.0,7.6875,-4.625,-43.8125
110.585,0.059,0.0,7.6875,-4.71875,-43.8125
111.105,0.039,0.0,7.84375,-4.84375,-43.8125
111.64,0.056,0.0,7.84375,-4.875,-43.78125
112.265,0.059,0.0,7.96875,-4.59375,-43.78125
112.88,0.055,0.0,8.21875,-4.65625,-43.6875
113.511,0.059,0.0,8.40625,-4.53125,-43.71875
114.035,0.057,0.0,8.5,-4.375,-43.78125
114.57,0.038,0.0,8.78125,-4.40625,-43.90625
115.195,0.059,0.0,8.9375,-4.34375,-43.9375
115.715,0.039,0.0,9.28125,-4.25,-43.96875
116.25,0.056,0.0,9.5,-4.1875,-44.0625
116.865,0.057,0.0,9.65625,-4.125,-44.21875
117.499,0.059,0.0,9.8125,-4.15625,-44.40625
118.128,0.058,0.0,9.96875,-4.125,-44.53125
118.656,0.056,0.0,10.125,-4.03125,-44.71875
119.18,0.038,0.0,10.375,-4.125,-44.875
119.805,0.06,0.0,10.375,-4.34375,-45.1875
120.325,0.038,0.0,10.3125,-4.28125,-45.4375
120.845,0.055,0.0,10.4375,-4.34375,-45.65625
121.36,0.058,0.0,10.59375,-4.625,-45.875
121.9,0.038,0.0,10.3125,-4.71875,-46.03125
122.525,0.029,-0.06981317,10.46875,-3.8125,-46.1875
123.045,0.002,-0.29670597,10.3125,-0.28125,-46.125
123.685,0.002,-0.33161256,8.90625,3.9375,-46.09375
124.305,0.0,-0.33161256,6.03125,7.25,-45.9375
124.82,0.0,-0.2268928,3.0625,9.125,-45.875
125.345,0.0,-0.2443461,0.09375,9.9375,-45.78125
126.085,0.002,-0.034906585,-0.8125,10.03125,-45.78125
126.72,0.036,0.0,-1.125,10.34375,-45.90625
127.345,0.061,0.034906585,-0.625,10.46875,-46.125
127.865,0.072,0.0,-0.5625,10.5625,-46.46875
128.495,0.114,0.0,-0.78125,10.8125,-46.96875
129.095,0.076,0.0,-0.96875,10.8125,-47.40625
129.615,0.09,0.0,-1.25,10.8125,-47.6875
130.245,0.094,0.0,-1.4375,10.75,-47.96875
130.765,0.09,0.0,-1.9375,10.53125,-48.21875
131.3,0.062,0.0,-2.21875,10.4375,-48.4375
131.925,0.094,0.0,-2.625,10.1875,-48.6875
132.545,0.09,0.0,-2.625,10.0,-48.90625
133.065,0.09,0.0,-2.90625,9.96875,-49.09375
133.6,0.062,0.0,-2.96875,9.8125,-49.375
134.224,0.094,0.0,-3.1875,9.84375,-49.71875
134.755,0.091,0.0,-3.875,9.65625,-50.0
135.28,0.061,0.0,-4.59375,9.375,-50.25
135.905,0.094,0.0,-5.5,9.125,-50.25
136.415,0.088,0.0,-6.40625,8.78125,-50.1875
136.94,0.062,0.0,-7.6875,8.46875,-49.78125
137.575,0.094,0.0,-9.125,7.84375,-48.875
138.095,0.09,0.0,-10.21875,7.46875,-47.75
138.69,0.062,0.0,-10.75,7.15625,-46.28125
139.254,0.094,0.0,-11.0,6.34375,-44.4375
139.788,0.09,0.0,-10.75,5.59375,-42.75
140.415,0.037,-0.052359878,-10.8125,4.9375,-41.96875
140.93,0.001,-0.19198622,-12.09375,2.90625,-41.90625
141.552,0.002,-0.33161256,-13.375,-0.875,-41.90625
142.075,0.001,-0.31415927,-13.65625,-4.09375,-42.0
142.609,0.0,-0.2268928,-13.125,-7.28125,-42.0
143.233,0.0,-0.33161256,-11.375,-10.6875,-42.03125
144.06,0.013,-0.19198622,-9.875,-12.03125,-42.0625
144.585,0.053,0.0,-10.28125,-11.6875,-42.0
145.21,0.057,0.034906585,-10.96875,-11.03125,-41.90625
145.735,0.039,0.017453293,-11.5625,-10.46875,-41.75
146.245,0.057,0.017453293,-12.03125,-9.9375,-41.5
146.976,0.059,0.017453293,-12.15625,-8.96875,-41.21875
147.598,0.057,0.034906585,-12.03125,-7.75,-40.875
148.225,0.058,0.0,-11.84375,-6.46875,-40.53125
148.745,0.056,0.0,-11.75,-5.84375,-40.25
149.28,0.038,0.0,-11.96875,-4.625,-40.0625
149.905,0.059,0.0,-12.375,-3.78125,-39.875
150.425,0.057,0.0,-12.6875,-3.4375,-39.78125
150.96,0.038,0.0,-13.125,-2.96875,-39.65625
151.575,0.057,0.0,-13.53125,-2.65625,-39.75
152.201,0.059,0.0,-13.6875,-2.40625,-39.6875
152.835,0.058,0.0,-14.0625,-2.28125,-39.71875
153.355,0.056,0.0,-14.3125,-2.21875,-39.65625
153.89,0.039,0.0,-14.53125,-2.03125,-39.46875
154.515,0.059,0.0,-14.6875,-1.9375,-39.125
155.138,0.056,0.0,-14.71875,-1.9375,-38.8125
155.765,0.016,-0.087266463,-14.5625,-3.40625,-38.78125
156.285,0.001,-0.31415927,-14.03125,-6.625,-38.9375
156.819,0.001,-0.20943951,-12.46875,-9.6875,-38.96875
157.445,0.002,-0.34906585,-9.8125,-12.6875,-39.0625
157.976,0.002,-0.31415927,-6.875,-14.34375,-39.1875
158.5,0.001,-0.2268928,-3.59375,-15.03125,-39.28125
159.335,0.011,-0.12217305,-2.34375,-15.03125,-39.34375
160.045,0.073,0.13962634,-3.875,-14.90625,-39.40625
160.755,0.056,0.034906585,-4.375,-14.71875,-39.28125
161.38,0.078,0.0,-3.90625,-14.59375,-39.15625
162.115,0.094,0.0,-2.5,-14.40625,-39.28125
162.645,0.091,0.0,-1.84375,-14.28125,-39.75
163.276,0.094,0.0,-1.0625,-14.15625,-40.59375
163.795,0.09,0.0,-0.75,-14.03125,-41.5
164.325,0.062,0.0,-0.46875,-14.0625,-42.40625
165.015,0.094,0.0,-0.6875,-14.0,-43.4375
165.481,0.09,0.0,-1.1875,-14.0,-44.03125
166.01,0.061,0.0,-1.40625,-13.90625,-44.59375
166.636,0.095,0.0,-1.8125,-13.90625,-45.125
167.168,0.092,0.0,-2.15625,-14.125,-45.4375
167.699,0.061,0.0,-2.53125,-14.34375,-45.75
168.33,0.095,0.0,-2.6875,-14.625,-45.875
168.865,0.09,0.0,-3.1875,-14.75,-45.875
169.39,0.062,0.0,-3.75,-14.96875,-45.84375
170.013,0.094,0.0,-4.0,-15.0625,-45.75
170.638,0.09,0.0,-4.5,-14.875,-45.375
171.05,0.06,0.0,-4.6875,-14.75,-45.03125
171.68,0.094,0.0,-4.8125,-14.28125,-44.625
172.205,0.09,0.0,-4.96875,-13.78125,-44.25
172.8,0.061,0.0,-5.03125,-13.46875,-43.84375
173.365,0.095,0.0,-4.75,-12.84375,-43.4375
173.885,0.09,0.0,-4.625,-12.53125,-43.21875
174.515,0.09,0.0,-4.5625,-12.3125,-43.03125
175.029,0.062,0.0,-4.78125,-12.15625,-42.90625
175.669,0.094,0.0,-5.15625,-12.09375,-42.75
176.293,0.092,0.0,-5.28125,-11.96875,-42.65625
176.815,0.09,0.0,-5.53125,-12.1875,-42.5
177.41,0.062,0.0,-5.6875,-12.34375,-42.5
177.974,0.094,0.0,-5.78125,-12.625,-42.40625
178.598,0.09,0.0,-6.21875,-12.875,-42.40625
179.115,0.062,0.0,-6.3125,-13.21875,-42.53125
179.639,0.093,0.0,-6.40625,-13.625,-42.53125
180.16,0.089,0.0,-6.65625,-13.9375,-42.78125
180.699,0.062,0.0,-6.71875,-14.3125,-42.96875
181.325,0.094,0.0,-6.71875,-14.78125,-43.375
181.845,0.091,0.0,-6.8125,-15.15625,-43.78125
182.375,0.063,0.0,-6.875,-15.78125,-44.25
183.005,0.092,0.0,-6.625,-16.15625,-45.09375
183.681,0.09,0.0,-6.9375,-16.53125,-46.0625
184.145,0.09,0.0,-6.96875,-16.84375,-47.03125
184.68,0.062,0.0,-6.9375,-17.28125,-48.1875
185.305,0.094,0.0,-7.46875,-17.75,-49.65625
185.73,0.06,0.0,-7.65625,-17.9375,-50.625
186.345,0.09,0.0,-8.125,-18.125,-52.34375
186.971,0.094,0.0,-8.21875,-18.125,-53.15625
187.505,0.039,0.10471976,-9.25,-17.625,-53.3125
188.03,0.002,0.20943951,-12.75,-15.1875,-53.28125
188.659,0.0,0.33161256,-16.125,-11.125,-53.09375
189.283,0.0,0.34906585,-17.6875,-6.09375,-53.03125
189.907,0.002,0.33161256,-17.90625,-1.09375,-52.9375
190.728,0.003,0.26179939,-16.96875,2.53125,-52.875
191.348,0.045,0.017453293,-17.03125,2.71875,-51.65625
191.77,0.037,0.0,-17.125,2.59375,-50.71875
192.394,0.059,0.0,-17.3125,2.375,-49.28125
192.915,0.057,0.0,-17.375,2.25,-48.09375
193.45,0.038,0.0,-17.28125,2.125,-46.9375
194.081,0.059,0.0,-17.28125,1.90625,-45.78125
194.594,0.038,0.0,-17.4375,1.6875,-44.875
195.139,0.059,0.0,-17.8125,1.53125,-44.0
195.665,0.057,0.0,-17.84375,1.4375,-43.1875
196.295,0.058,0.0,-18.125,1.375,-42.21875
196.83,0.038,0.0,-18.21875,1.34375,-41.5625
197.515,0.059,0.0,-18.3125,1.46875,-40.5625
197.965,0.055,0.0,-18.5,1.59375,-39.75
198.589,0.039,0.0,-18.53125,1.875,-38.8125
199.121,0.059,0.0,-18.40625,2.0,-38.15625
199.655,0.002,0.13962634,-17.78125,4.0625,-38.125
200.175,0.0,0.2268928,-15.34375,7.875,-38.125
200.805,0.0,0.33161256,-11.21875,11.78125,-38.28125
201.23,0.0,0.20943951,-7.71875,13.28125,-38.40625
201.845,0.0,0.33161256,-2.28125,14.15625,-38.59375
202.471,0.0,0.31415927,2.5,13.46875,-38.6875
203.205,0.029,0.017453293,3.21875,13.25,-38.71875
203.8,0.039,0.0,4.125,13.03125,-38.46875
204.364,0.059,0.0,4.78125,12.65625,-38.4375
204.885,0.056,0.0,5.34375,12.3125,-38.4375
205.42,0.039,0.0,5.9375,12.03125,-38.5625
206.044,0.059,0.0,6.4375,11.625,-38.84375
206.661,0.056,0.0,7.3125,11.0625,-39.21875
207.185,0.056,0.0,7.625,10.5625,-39.5625
207.72,0.039,0.0,7.71875,10.125,-39.71875
208.404,0.059,0.0,7.9375,9.6875,-40.15625
208.865,0.057,0.0,7.9375,9.09375,-40.34375
209.495,0.056,0.0,7.8125,8.625,-40.5625
210.011,0.04,0.0,7.71875,8.1875,-40.6875
210.632,0.056,0.0,7.78125,7.65625,-40.875
211.16,0.056,0.0,7.84375,7.25,-41.0625
211.791,0.058,0.0,7.84375,6.46875,-41.3125
212.315,0.039,0.0,7.84375,5.875,-41.625
212.94,0.059,0.0,7.75,5.1875,-41.96875
213.465,0.056,0.0,7.6875,4.5625,-42.28125
213.99,0.038,0.0,7.3125,3.9375,-42.625
214.629,0.059,0.0,7.15625,3.375,-43.1875
215.14,0.057,0.0,6.84375,3.03125,-43.65625
215.571,0.039,0.0,6.59375,2.375,-44.03125
216.16,0.038,0.0,6.28125,1.875,-44.5
216.725,0.059,0.0,5.75,1.375,-45.03125
217.255,0.057,0.0,5.3125,0.875,-45.53125
217.885,0.058,0.0,4.625,0.25,-46.1875
218.505,0.056,0.0,3.625,-0.40625,-46.5625
219.03,0.038,0.0,3.03125,-0.84375,-46.90625
219.655,0.059,0.0,2.0,-1.3125,-47.1875
220.175,0.057,0.0,1.25,-1.46875,-47.375
220.71,0.038,0.0,0.40625,-1.625,-47.375
221.328,0.058,0.0,-0.625,-1.71875,-47.28125
221.845,0.056,0.0,-1.40625,-1.875,-47.03125
222.375,0.039,0.0,-2.28125,-2.09375,-46.75
223.004,0.059,0.0,-3.15625,-1.9375,-46.21875
223.525,0.056,0.0,-3.59375,-1.96875,-45.75
224.06,0.039,0.0,-4.34375,-1.9375,-45.15625
224.685,0.059,0.0,-4.90625,-1.96875,-44.28125
225.195,0.055,0.0,-5.25,-1.875,-43.6875
225.719,0.039,0.0,-5.3125,-1.75,-42.96875
226.24,0.058,0.0,-5.3125,-1.59375,-42.25
226.78,0.038,0.0,-5.28125,-1.5625,-41.6875
227.41,0.057,0.0,-4.6875,-1.3125,-41.03125
228.039,0.06,0.0,-4.3125,-0.96875,-40.65625
228.671,0.057,0.0,-3.71875,-0.6875,-40.4375
229.198,0.027,0.087266463,-3.3125,-0.375,-40.40625
229.72,0.002,0.19198622,-2.5,-0.21875,-40.375
230.46,0.0,0.45378561,-1.34375,-0.34375,-40.4375
231.091,0.0,0.34906585,-0.5625,-0.96875,-40.4375
231.625,0.0,0.20943951,-0.0625,-1.34375,-40.46875
232.255,0.001,0.31415927,0.25,-2.0,-40.46875
232.981,0.028,0.0,0.59375,-2.25,-40.3125
233.5,0.038,0.0,1.6875,-2.40625,-39.9375
234.135,0.061,-0.034906585,2.5,-2.40625,-39.6875
234.655,0.055,0.0,3.84375,-2.5,-39.59375
235.19,0.061,0.0,5.375,-3.09375,-39.75
235.711,0.092,0.0,6.59375,-3.28125,-40.3125
236.239,0.062,0.0,8.0625,-3.71875,-41.0625
236.855,0.09,0.0,8.78125,-4.09375,-42.28125
237.375,0.092,0.0,9.40625,-4.34375,-43.34375
237.9,0.061,0.0,9.5625,-4.5,-44.5
238.535,0.095,0.0,9.34375,-4.875,-45.5625
239.055,0.09,0.0,8.625,-5.21875,-46.15625
239.585,0.064,0.0,7.84375,-5.3125,-46.46875
240.105,0.09,0.0,7.5,-5.28125,-46.4375
240.735,0.09,0.0,7.4375,-5.40625,-46.0625
241.249,0.061,0.0,7.875,-5.28125,-45.65625
241.775,0.093,0.0,8.3125,-5.375,-45.5
242.369,0.061,0.0,8.625,-5.4375,-45.25
242.933,0.095,0.0,8.9375,-5.5625,-45.1875
243.455,0.09,0.0,9.0625,-5.65625,-45.25
243.99,0.061,0.0,9.5625,-5.71875,-45.3125
244.605,0.09,0.0,9.875,-5.875,-45.53125
245.225,0.09,0.0,10.1875,-5.9375,-45.8125
245.865,0.095,-0.034906585,10.59375,-5.5,-46.1875
246.395,0.092,0.0,10.78125,-5.53125,-46.625
246.915,0.062,0.0,10.84375,-5.625,-47.0625
247.55,0.093,0.0,10.8125,-5.96875,-47.65625
248.183,0.094,0.0,10.8125,-5.96875,-48.21875
248.81,0.09,0.0,10.71875,-6.15625,-48.65625
249.425,0.09,0.0,10.875,-6.375,-49.09375
250.055,0.094,0.0,10.84375,-6.5625,-49.71875
250.575,0.09,0.0,11.09375,-6.90625,-50.25
251.11,0.062,0.0,11.0625,-7.125,-51.0
251.736,0.094,0.0,10.8125,-7.53125,-52.0
252.155,0.06,0.0,10.71875,-7.78125,-52.75
252.785,0.092,0.0,9.90625,-8.15625,-53.6875
253.409,0.09,0.0,8.90625,-8.25,-54.5625
254.035,0.094,0.0,8.0,-8.40625,-55.0
254.555,0.091,0.0,7.1875,-8.46875,-55.09375
255.09,0.061,0.0,6.125,-8.46875,-54.71875
255.715,0.095,0.0,4.53125,-8.4375,-53.96875
256.334,0.09,0.0,3.46875,-8.375,-52.75
256.855,0.09,0.0,2.75,-8.15625,-51.46875
257.389,0.061,0.0,2.03125,-8.03125,-50.0625
258.015,0.094,0.0,1.90625,-7.71875,-48.28125
258.535,0.091,0.0,1.9375,-7.4375,-46.75
259.07,0.061,0.0,2.71875,-7.09375,-45.21875
259.695,0.094,0.0,3.21875,-6.875,-43.59375
260.205,0.089,0.0,3.875,-6.625,-42.625
260.729,0.061,0.0,5.09375,-6.71875,-41.71875
261.36,0.094,0.0,6.34375,-6.65625,-41.09375
261.885,0.091,0.0,7.65625,-6.78125,-41.0
262.48,0.061,0.0,8.75,-6.875,-41.15625
263.045,0.095,0.0,9.90625,-7.34375,-41.75
263.578,0.089,0.0,10.5625,-7.71875,-42.5
264.115,0.064,0.0,11.03125,-8.15625,-43.4375
264.74,0.094,0.0,11.3125,-8.5,-44.8125
265.26,0.038,0.10471976,10.875,-9.75,-45.03125
265.895,0.001,0.31415927,8.0,-13.71875,-45.0
266.429,0.0,0.20943951,4.5625,-16.375,-44.9375
267.12,0.0,0.34906585,-0.3125,-18.0,-44.75
267.69,0.002,0.31415927,-5.1875,-17.96875,-44.5625
268.307,0.0,0.26179939,-8.46875,-16.9375,-44.46875
269.035,0.029,0.017453293,-9.0625,-16.75,-44.09375
269.57,0.038,0.0,-9.625,-16.25,-43.40625
270.255,0.059,0.0,-9.8125,-15.96875,-42.46875
270.715,0.057,0.0,-10.25,-15.4375,-41.65625
271.25,0.038,0.0,-10.59375,-14.875,-40.6875
271.865,0.056,0.0,-10.9375,-14.25,-39.71875
272.395,0.058,0.0,-11.28125,-13.75,-38.71875
272.911,0.04,0.0,-11.5,-13.0625,-37.5625
273.435,0.056,0.0,-11.65625,-12.3125,-36.53125
273.97,0.039,0.0,-11.78125,-11.40625,-35.40625
274.595,0.059,0.0,-12.09375,-10.25,-33.84375
