t,x,y,theta,mx,my,mz,spacebar
0.0,0.054,0.0,0.0,1.6875,14.96875,-45.03125,0
0.115,0.054,0.0,0.0,1.6875,14.96875,-45.03125,0
0.323,0.074,0.0,0.0,1.6875,14.96875,-45.03125,0
0.54,0.094,0.0,0.0,1.6875,14.96875,-45.125,0
0.64,0.111,0.0,0.0,1.6875,14.96875,-45.15625,0
0.745,0.111,0.0,0.0,1.75,14.9375,-45.21875,0
0.953,0.132,0.0,0.0,1.78125,14.9375,-45.34375,0
1.16,0.151,0.0,0.0,1.78125,14.9375,-45.34375,0
1.363,0.169,0.0,0.0,1.75,14.90625,-45.375,0
1.57,0.188,0.0,0.0,1.84375,14.78125,-45.5,0
1.67,0.206,0.0,0.0,1.9375,14.75,-45.53125,0
1.775,0.206,0.0,0.0,1.78125,14.71875,-45.59375,0
2.04,0.226,0.0,0.0,1.78125,14.75,-45.65625,0
2.19,0.245,0.0,0.0,1.84375,14.71875,-45.6875,0
2.398,0.264,0.0,0.0,1.78125,14.71875,-45.875,0
2.608,0.283,0.0,0.0,1.78125,14.71875,-45.875,0
2.819,0.303,0.0,0.0,1.84375,14.71875,-45.96875,0
3.027,0.322,0.0,0.0,1.84375,14.71875,-46.0,0
3.238,0.341,0.0,0.0,1.8125,14.71875,-46.125,0
3.448,0.361,0.0,0.0,1.8125,14.71875,-46.125,0
3.659,0.38,0.0,0.0,1.78125,14.6875,-46.25,0
3.76,0.397,0.0,0.0,1.6875,14.6875,-46.25,0
3.865,0.397,0.0,0.0,1.78125,14.6875,-46.3125,0
3.97,0.417,0.0,0.0,1.71875,14.6875,-46.3125,0
4.08,0.417,0.0,0.0,1.71875,14.65625,-46.34375,0
4.18,0.436,0.0,0.0,1.75,14.6875,-46.34375,0
4.29,0.436,0.0,0.0,1.75,14.6875,-46.375,0
4.39,0.455,0.0,0.0,1.71875,14.6875,-46.40625,0
4.5,0.455,0.0,0.0,1.6875,14.65625,-46.46875,0
4.6,0.474,0.0,0.0,1.625,14.65625,-46.53125,0
4.71,0.474,0.0,0.0,1.625,14.65625,-46.59375,0
4.81,0.494,0.0,0.0,1.625,14.625,-46.59375,0
4.92,0.494,0.0,0.0,1.5,14.625,-46.65625,0
5.18,0.513,0.0,0.0,1.5,14.5625,-46.65625,0
5.22,0.531,0.0,0.0,1.46875,14.5625,-46.6875,0
5.32,0.531,0.0,0.0,1.4375,14.5625,-46.78125,0
5.523,0.55,0.0,0.0,1.40625,14.53125,-46.78125,0
5.73,0.57,0.0,0.0,1.4375,14.53125,-46.84375,0
5.83,0.587,0.0,0.0,1.4375,14.5,-46.9375,0
5.935,0.587,0.0,0.0,1.4375,14.5,-46.9375,0
6.154,0.608,0.0,0.0,1.4375,14.46875,-46.96875,0
6.36,0.627,0.0,0.0,1.4375,14.46875,-47.0,0
6.46,0.645,0.0,0.0,1.4375,14.46875,-47.0625,0
6.575,0.645,0.0,0.0,1.5625,14.46875,-47.09375,0
6.785,0.665,0.0,0.0,1.5,14.46875,-47.125,0
6.993,0.685,0.0,0.0,1.5,14.46875,-47.125,0
7.201,0.704,0.0,0.0,1.5,14.5,-47.21875,0
7.41,0.723,0.0,0.0,1.3125,14.53125,-47.21875,0
7.51,0.741,0.0,0.0,1.1875,14.5625,-47.25,0
7.625,0.741,0.0,0.0,1.1875,14.59375,-47.25,0
7.836,0.762,0.0,0.0,1.3125,14.59375,-47.3125,0
8.043,0.781,0.0,0.0,1.34375,14.59375,-47.34375,0
8.26,0.8,0.0,0.0,1.34375,14.625,-47.375,0
8.36,0.818,0.0,0.0,1.34375,14.625,-47.4375,0
8.465,0.818,0.0,0.0,1.34375,14.625,-47.4375,0
8.675,0.839,0.0,0.0,1.40625,14.6875,-47.46875,0
8.883,0.858,0.0,0.0,1.375,14.71875,-47.46875,0
9.098,0.877,0.0,0.0,1.40625,14.71875,-47.53125,0
9.204,0.896,0.0,0.0,1.53125,14.75,-47.53125,0
9.32,0.896,0.0,0.0,1.59375,14.78125,-47.5625,0
9.52,0.916,0.0,0.0,1.59375,14.75,-47.59375,0
9.788,0.935,0.0,0.0,1.78125,14.78125,-47.625,0
9.936,0.954,0.0,0.0,1.875,14.78125,-47.625,0
10.149,0.974,0.0,0.0,1.875,14.78125,-47.65625,0
10.357,0.993,0.0,0.0,1.875,14.78125,-47.75,0
10.569,1.012,0.0,0.0,1.875,14.8125,-47.75,0
10.778,1.031,0.0,0.0,1.875,14.90625,-47.75,0
10.99,1.05,0.0,0.0,1.90625,14.9375,-47.75,0
11.198,1.069,0.0,0.0,2.0,14.96875,-47.78125,0
11.409,1.089,0.0,0.0,2.0,15.0,-47.875,0
11.618,1.108,0.0,0.0,2.09375,15.15625,-47.875,0
11.83,1.128,0.0,0.0,2.09375,15.1875,-47.875,0
11.93,1.145,0.0,0.0,2.03125,15.21875,-47.875,0
12.035,1.145,0.0,0.0,1.96875,15.25,-47.875,0
12.14,1.165,0.0,0.0,2.0,15.28125,-47.875,0
12.25,1.165,0.0,0.0,2.0,15.28125,-47.875,0
12.35,1.184,0.0,0.0,2.0,15.28125,-47.875,0
