t,x,y,theta,mx,my,mz,spacebar
0.0,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.128,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.288,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.358,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.48,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.588,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.69,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
0.818,0.0,0.0,0.0,-3.25,-18.5,-55.75,0
0.92,0.0,0.0,0.0,-3.25,-18.5,-55.75,0
0.92,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
1.048,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
1.15,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
1.278,0.0,0.0,0.0,-3.125,-18.5,-55.75,0
1.38,0.0,0.0,0.0,-3.125,-18.375,-55.75,0
1.498,0.0,0.0,0.0,-3.25,-18.375,-55.75,0
1.6,0.0,0.0,0.0,-3.25,-18.375,-55.625,0
1.793,0.0,0.0,0.0,-3.25,-18.375,-55.625,0
1.82,0.0,0.0,0.0,-3.375,-18.375,-55.625,0
1.948,0.009,0.0,0.0,-3.375,-18.375,-55.625,0
2.05,0.009,0.0,0.0,-3.125,-18.375,-55.625,0
2.15,0.018,0.0,0.0,-3.0,-18.375,-55.5,0
2.268,0.018,0.0,0.0,-3.0,-18.375,-55.5,0
2.376,0.029,0.0,0.0,-2.875,-18.25,-55.5,0
2.498,0.029,0.0,0.0,-2.875,-18.375,-55.5,0
2.6,0.039,0.0,0.0,-2.875,-18.25,-55.375,0
2.7,0.039,0.0,0.0,-2.875,-18.25,-55.375,0
2.808,0.049,0.0,0.0,-2.875,-18.25,-55.375,0
3.022,0.059,0.0,0.0,-2.875,-18.25,-55.25,0
3.022,0.059,0.0,0.0,-2.875,-18.25,-55.25,0
3.13,0.07,0.0,0.0,-2.875,-18.25,-55.125,0
3.248,0.07,0.0,0.0,-2.875,-18.25,-55.125,0
3.35,0.079,0.0,0.0,-2.875,-18.25,-55.125,0
3.45,0.079,0.0,0.0,-2.875,-18.25,-55.125,0
3.564,0.091,0.0,0.0,-2.875,-18.25,-55.0,0
3.67,0.091,0.0,0.0,-2.875,-18.375,-55.0,0
3.794,0.102,0.0,0.0,-2.75,-18.375,-54.875,0
3.9,0.102,0.0,0.0,-2.875,-18.375,-54.875,0
4.014,0.113,0.0,0.0,-2.75,-18.375,-54.75,0
4.12,0.113,0.0,0.0,-2.75,-18.25,-54.75,0
4.238,0.124,0.0,0.0,-2.75,-18.25,-54.75,0
4.34,0.124,0.0,0.0,-2.875,-18.125,-54.625,0
4.44,0.134,0.0,0.0,-2.75,-18.0,-54.625,0
4.568,0.134,0.0,0.0,-2.875,-18.0,-54.625,0
4.668,0.144,0.0,0.0,-2.875,-18.125,-54.625,0
4.798,0.144,0.0,0.0,-3.0,-18.125,-54.5,0
4.9,0.155,0.0,0.017453292519943295,-3.125,-18.25,-54.375,0
5.018,0.155,0.0,0.017453292519943295,-3.125,-18.25,-54.375,0
5.12,0.165,0.0,0.017453292519943295,-3.125,-18.125,-54.375,0
5.248,0.165,0.0,0.017453292519943295,-3.125,-18.125,-54.375,0
5.35,0.176,0.0,0.017453292519943295,-3.125,-18.125,-54.25,0
5.468,0.176,0.0,0.017453292519943295,-3.0,-18.125,-54.125,0
5.57,0.187,0.0,0.017453292519943295,-3.0,-18.125,-54.125,0
5.698,0.187,0.0,0.017453292519943295,-3.125,-18.25,-54.125,0
5.81,0.199,0.0,0.017453292519943295,-3.0,-18.25,-54.0,0
5.938,0.208,0.0,0.017453292519943295,-3.0,-18.125,-54.0,0
6.04,0.208,0.0,0.017453292519943295,-3.125,-18.125,-54.0,0
6.168,0.219,0.001,0.017453292519943295,-3.125,-18.125,-54.0,0
6.27,0.219,0.001,0.017453292519943295,-3.125,-18.125,-53.875,0
6.414,0.231,0.001,0.017453292519943295,-3.125,-18.125,-53.875,0
6.5,0.231,0.001,0.017453292519943295,-3.125,-18.125,-53.75,0
6.618,0.242,0.001,0.017453292519943295,-3.125,-18.125,-53.75,0
6.72,0.242,0.001,0.017453292519943295,-3.125,-18.0,-53.75,0
6.838,0.253,0.001,0.017453292519943295,-3.125,-18.0,-53.75,0
7.058,0.263,0.001,0.017453292519943295,-3.125,-18.0,-53.625,0
7.16,0.263,0.001,0.017453292519943295,-3.125,-18.0,-53.625,0
7.16,0.263,0.001,0.017453292519943295,-3.125,-18.0,-53.5,0
7.26,0.274,0.001,0.017453292519943295,-3.125,-18.0,-53.5,0
7.36,0.274,0.001,0.017453292519943295,-3.125,-18.0,-53.5,0
7.478,0.285,0.002,0.017453292519943295,-3.125,-18.0,-53.5,0
7.58,0.285,0.002,0.017453292519943295,-3.125,-18.0,-53.5,0
7.698,0.296,0.002,0.017453292519943295,-3.125,-18.0,-53.5,0
7.8,0.296,0.002,0.017453292519943295,-3.25,-18.0,-53.375,0
7.944,0.307,0.002,0.017453292519943295,-3.25,-18.0,-53.375,0
8.03,0.307,0.002,0.017453292519943295,-3.25,-18.0,-53.375,0
8.138,0.318,0.002,0.017453292519943295,-3.25,-17.75,-53.375,0
8.24,0.318,0.002,0.017453292519943295,-3.25,-17.75,-53.375,0
8.358,0.329,0.002,0.017453292519943295,-3.25,-17.75,-53.25,0
8.46,0.329,0.002,0.017453292519943295,-3.25,-17.75,-53.25,0
8.588,0.34,0.003,0.017453292519943295,-3.25,-17.625,-53.25,0
8.69,0.34,0.003,0.017453292519943295,-3.25,-17.75,-53.125,0
8.798,0.351,0.003,0.017453292519943295,-3.25,-17.625,-53.125,0
8.9,0.351,0.003,0.017453292519943295,-3.25,-17.5,-53.125,0
9.018,0.362,0.003,0.017453292519943295,-3.25,-17.5,-53.125,0
9.12,0.362,0.003,0.017453292519943295,-3.25,-17.625,-53.125,0
9.248,0.373,0.003,0.017453292519943295,-3.25,-17.625,-53.125,0
9.35,0.373,0.003,0.017453292519943295,-3.25,-17.625,-53.125,0
9.465,0.383,0.003,0.017453292519943295,-3.25,-17.625,-53.125,0
9.55,0.383,0.003,0.017453292519943295,-3.25,-17.625,-53.125,0
9.658,0.393,0.004,0.017453292519943295,-3.25,-17.5,-53.125,0
9.76,0.393,0.004,0.017453292519943295,-3.25,-17.5,-53.125,0
9.97,0.404,0.004,0.017453292519943295,-3.25,-17.5,-53.0,0
9.97,0.404,0.004,0.017453292519943295,-3.125,-17.5,-53.0,0
10.07,0.414,0.004,0.017453292519943295,-3.25,-17.5,-52.875,0
10.17,0.414,0.004,0.017453292519943295,-3.125,-17.5,-52.875,0
10.283,0.425,0.004,0.017453292519943295,-3.125,-17.625,-52.875,0
10.39,0.425,0.004,0.017453292519943295,-3.25,-17.5,-52.875,0
10.508,0.437,0.004,0.017453292519943295,-3.25,-17.5,-52.875,0
10.61,0.437,0.004,0.017453292519943295,-3.125,-17.5,-52.75,0
10.734,0.447,0.004,0.017453292519943295,-3.125,-17.5,-52.75,0
10.835,0.447,0.004,0.017453292519943295,-3.125,-17.5,-52.75,0
10.975,0.459,0.005,0.017453292519943295,-3.0,-17.5,-52.75,0
11.06,0.459,0.005,0.017453292519943295,-3.0,-17.5,-52.75,0
11.184,0.47,0.005,0.017453292519943295,-3.0,-17.5,-52.75,0
11.29,0.47,0.005,0.017453292519943295,-3.0,-17.5,-52.75,0
11.408,0.482,0.005,0.017453292519943295,-3.0,-17.5,-52.625,0
11.51,0.482,0.005,0.017453292519943295,-3.0,-17.375,-52.625,0
11.635,0.493,0.005,0.017453292519943295,-3.0,-17.375,-52.625,0
11.74,0.493,0.005,0.017453292519943295,-3.0,-17.375,-52.625,0
11.858,0.505,0.006,0.017453292519943295,-3.125,-17.375,-52.375,0
11.96,0.505,0.006,0.017453292519943295,-3.125,-17.375,-52.375,0
12.084,0.515,0.006,0.017453292519943295,-3.125,-17.375,-52.375,0
12.19,0.515,0.006,0.017453292519943295,-3.125,-17.25,-52.375,0
12.308,0.526,0.006,0.017453292519943295,-3.125,-17.25,-52.375,0
12.41,0.526,0.006,0.017453292519943295,-3.0,-17.25,-52.375,0
12.538,0.538,0.006,0.017453292519943295,-3.125,-17.25,-52.375,0
12.64,0.538,0.006,0.017453292519943295,-3.0,-17.25,-52.375,0
12.768,0.55,0.006,0.017453292519943295,-3.0,-17.25,-52.375,0
12.87,0.55,0.006,0.017453292519943295,-3.0,-17.25,-52.375,0
12.988,0.56,0.006,0.017453292519943295,-3.0,-17.25,-52.25,0
13.09,0.56,0.006,0.017453292519943295,-3.0,-17.25,-52.25,0
13.198,0.57,0.007,0.017453292519943295,-3.0,-17.25,-52.25,0
13.3,0.57,0.007,0.017453292519943295,-3.125,-17.25,-52.125,0
13.418,0.582,0.007,0.017453292519943295,-3.125,-17.25,-52.125,0
13.52,0.582,0.007,0.017453292519943295,-3.125,-17.25,-52.125,0
13.638,0.593,0.007,0.017453292519943295,-3.125,-17.125,-52.125,0
13.74,0.593,0.007,0.017453292519943295,-3.125,-17.125,-52.125,0
13.858,0.603,0.007,0.017453292519943295,-3.0,-17.125,-52.0,0
14.008,0.603,0.007,0.017453292519943295,-3.0,-17.125,-52.0,0
14.078,0.614,0.007,0.017453292519943295,-2.875,-17.125,-52.0,0
14.18,0.614,0.007,0.017453292519943295,-2.875,-17.125,-52.0,0
14.293,0.625,0.008,0.017453292519943295,-2.875,-17.125,-52.0,0
