t,x,y,theta,mx,my,mz,spacebar
0.0,0.0,0.0,0.0,-4.28125,-15.71875,-47.375,0
0.105,0.0,0.0,0.0,-4.28125,-15.71875,-47.375,0
0.206,0.0,0.0,0.0,-4.28125,-15.71875,-47.375,0
0.315,0.0,0.0,0.0,-4.25,-15.71875,-47.375,0
0.42,0.0,0.0,0.0,-4.25,-15.71875,-47.34375,0
0.525,0.0,0.0,0.0,-4.25,-15.6875,-47.34375,0
0.73,0.0,0.0,0.0,-4.25,-15.71875,-47.3125,0
0.83,0.0,0.0,0.0,-4.25,-15.71875,-47.34375,0
1.005,0.0,0.0,0.0,-4.25,-15.6875,-47.34375,0
1.046,0.0,0.0,0.0,-4.25,-15.71875,-47.40625,0
1.156,0.0,0.0,0.0,-4.25,-15.71875,-47.34375,0
1.26,0.0,0.0,0.0,-4.25,-15.6875,-47.34375,0
1.365,0.0,0.0,0.0,-4.28125,-15.6875,-47.34375,0
1.47,0.0,0.0,0.0,-4.28125,-15.6875,-47.34375,0
1.575,0.0,0.0,0.0,-4.28125,-15.6875,-47.34375,0
1.786,0.0,0.0,0.0,-4.28125,-15.6875,-47.34375,0
1.894,0.003,0.0,0.0,-4.28125,-15.71875,-47.3125,0
2.01,0.003,0.0,0.0,-4.28125,-15.75,-47.3125,0
2.216,0.012,0.0,0.0,-4.3125,-15.75,-47.3125,0
2.32,0.021,0.0,0.0,-4.3125,-15.8125,-47.28125,0
2.52,0.021,0.0,0.0,-4.3125,-15.84375,-47.28125,0
2.642,0.032,0.0,0.0,-4.375,-15.84375,-47.21875,0
2.75,0.042,0.0,0.0,-4.375,-15.84375,-47.21875,0
2.85,0.042,0.0,0.0,-4.40625,-15.84375,-47.21875,0
3.065,0.053,0.0,0.0,-4.40625,-15.90625,-47.21875,0
3.17,0.063,0.0,0.0,-4.40625,-15.90625,-47.21875,0
3.275,0.063,0.0,0.0,-4.34375,-15.90625,-47.1875,0
3.376,0.073,0.0,0.0,-4.3125,-15.96875,-47.125,0
3.485,0.073,0.0,0.0,-4.3125,-15.96875,-47.0625,0
3.689,0.085,0.0,0.0,-4.34375,-16.03125,-47.0625,0
3.79,0.095,0.0,0.0,-4.34375,-16.03125,-47.03125,0
3.905,0.095,0.0,0.0,-4.375,-16.03125,-47.0,0
4.111,0.106,0.0,0.0,-4.375,-16.03125,-46.96875,0
4.22,0.115,0.0,0.0,-4.375,-16.0625,-46.96875,0
4.325,0.115,0.0,0.0,-4.375,-16.03125,-46.9375,0
4.529,0.127,0.0,0.0,-4.3125,-16.03125,-46.96875,0
4.63,0.137,0.0,0.0,-4.28125,-16.03125,-46.96875,0
4.745,0.137,0.0,0.0,-4.25,-16.0625,-46.96875,0
4.95,0.148,0.0,0.0,-4.21875,-16.03125,-46.96875,0
5.05,0.157,0.0,0.0,-4.21875,-16.0,-46.96875,0
5.165,0.157,0.0,0.0,-4.21875,-16.0,-46.96875,0
5.266,0.168,0.0,0.0,-4.21875,-16.0,-46.84375,0
5.37,0.168,0.0,0.0,-4.1875,-16.0,-46.84375,0
5.646,0.179,0.0,0.0,-4.1875,-16.03125,-46.8125,0
5.797,0.189,0.0,0.0,-4.125,-16.0625,-46.8125,0
5.904,0.2,0.0,0.0,-4.125,-16.125,-46.78125,0
6.02,0.2,0.0,0.0,-4.125,-16.125,-46.78125,0
6.225,0.211,0.0,0.0,-4.125,-16.125,-46.78125,0
6.33,0.221,0.0,0.0,-4.09375,-16.125,-46.75,0
6.435,0.221,0.0,0.0,-4.09375,-16.15625,-46.6875,0
6.654,0.232,0.0,0.0,-4.125,-16.125,-46.6875,0
6.76,0.242,0.0,0.0,-4.125,-16.125,-46.65625,0
6.86,0.242,0.0,0.0,-4.15625,-16.15625,-46.65625,0
7.066,0.253,0.0,0.0,-4.15625,-16.21875,-46.65625,0
7.166,0.263,0.0,0.0,-4.15625,-16.21875,-46.65625,0
7.285,0.263,0.0,0.0,-4.125,-16.21875,-46.625,0
7.49,0.274,0.0,0.0,-4.09375,-16.28125,-46.59375,0
7.59,0.284,0.0,0.0,-4.09375,-16.28125,-46.59375,0
7.705,0.284,0.0,0.0,-4.03125,-16.34375,-46.59375,0
7.91,0.295,0.0,0.0,-4.0,-16.28125,-46.5625,0
8.01,0.305,0.0,0.0,-4.0,-16.375,-46.53125,0
8.125,0.305,0.0,0.0,-4.0,-16.375,-46.53125,0
8.329,0.316,0.0,0.0,-4.0,-16.375,-46.5,0
8.43,0.326,0.0,0.0,-4.03125,-16.3125,-46.5,0
8.545,0.326,0.0,0.0,-4.03125,-16.34375,-46.4375,0
8.749,0.337,0.0,0.0,-4.03125,-16.3125,-46.4375,0
8.85,0.337,0.0,0.0,-4.0,-16.3125,-46.40625,0
8.96,0.348,0.0,0.0,-4.0,-16.3125,-46.4375,0
9.176,0.358,0.0,0.0,-3.875,-16.3125,-46.4375,0
9.383,0.369,0.0,0.0,-3.875,-16.3125,-46.4375,0
9.49,0.379,0.0,0.0,-3.8125,-16.3125,-46.40625,0
9.69,0.379,0.0,0.0,-3.8125,-16.34375,-46.40625,0
9.8,0.389,0.0,0.0,-3.71875,-16.3125,-46.375,0
10.003,0.399,0.0,0.0,-3.6875,-16.34375,-46.375,0
10.11,0.409,0.0,0.0,-3.6875,-16.34375,-46.34375,0
10.21,0.409,0.0,0.0,-3.6875,-16.375,-46.3125,0
10.416,0.421,0.0,0.0,-3.59375,-16.34375,-46.28125,0
10.52,0.43,0.0,0.0,-3.53125,-16.40625,-46.25,0
10.635,0.43,0.0,0.0,-3.375,-16.34375,-46.25,0
10.84,0.442,0.0,0.0,-3.375,-16.40625,-46.25,0
10.94,0.452,0.0,0.0,-3.375,-16.46875,-46.25,0
11.055,0.452,0.0,0.0,-3.34375,-16.46875,-46.25,0
11.261,0.462,0.0,0.0,-3.3125,-16.46875,-46.25,0
11.37,0.472,0.0,0.0,-3.25,-16.46875,-46.21875,0
11.47,0.472,0.0,0.0,-3.21875,-16.5,-46.21875,0
11.746,0.484,0.0,0.0,-3.21875,-16.5,-46.1875,0
11.893,0.495,0.0,0.0,-3.1875,-16.53125,-46.1875,0
12.0,0.504,0.0,0.0,-3.15625,-16.5625,-46.1875,0
12.106,0.504,0.0,0.0,-3.15625,-16.59375,-46.1875,0
12.316,0.515,0.0,0.0,-3.125,-16.5625,-46.15625,0
12.523,0.526,0.0,0.0,-3.125,-16.5625,-46.15625,0
12.63,0.536,0.0,0.0,-3.125,-16.5625,-46.15625,0
12.735,0.536,0.0,0.0,-3.0625,-16.53125,-46.15625,0
12.946,0.547,0.0,0.0,-2.96875,-16.53125,-46.15625,0
13.153,0.557,0.0,0.0,-2.96875,-16.53125,-46.125,0
13.36,0.568,0.0,0.0,-2.96875,-16.53125,-46.125,0
13.563,0.578,0.0,0.0,-2.96875,-16.5,-46.125,0
13.67,0.587,0.0,0.0,-2.9375,-16.4375,-46.125,0
13.77,0.587,0.0,0.0,-2.9375,-16.4375,-46.125,0
13.983,0.598,0.0,0.0,-2.875,-16.53125,-46.125,0
14.09,0.608,0.0,0.0,-2.875,-16.5,-46.125,0
