t,x,y,theta,mx,my,mz,spacebar
0.0,0.0,0.0,0.0,1.5625,-15.21875,-43.03125,0
0.208,0.0,0.0,0.0,1.5625,-15.21875,-43.03125,0
0.419,0.0,0.0,0.0,1.5625,-15.21875,-43.03125,0
0.629,0.0,0.0,0.0,1.5625,-15.1875,-43.03125,0
0.84,0.0,0.0,0.0,1.5625,-15.1875,-43.0,0
1.049,0.0,0.0,0.0,1.5625,-15.1875,-43.0,0
1.259,0.0,0.0,0.0,1.5625,-15.1875,-43.0,0
1.362,0.0,0.0,0.0,1.5625,-15.1875,-43.0,0
1.467,0.0,0.0,0.0,1.59375,-15.1875,-43.0,0
1.572,0.0,0.0,0.0,1.59375,-15.1875,-43.09375,0
1.682,0.0,0.0,0.0,1.59375,-15.25,-43.15625,0
1.782,0.004,0.0,0.0,1.625,-15.25,-43.15625,0
1.892,0.004,0.0,0.0,1.625,-15.28125,-43.15625,0
2.092,0.013,0.0,0.0,1.625,-15.28125,-43.1875,0
2.195,0.013,0.0,0.0,1.53125,-15.28125,-43.1875,0
2.295,0.024,0.0,0.0,1.53125,-15.28125,-43.21875,0
2.506,0.035,0.0,0.0,1.53125,-15.21875,-43.34375,0
2.612,0.035,0.0,0.0,1.53125,-15.21875,-43.375,0
2.719,0.045,0.0,0.0,1.53125,-15.21875,-43.40625,0
2.925,0.056,0.0,0.0,1.53125,-15.125,-43.71875,0
3.032,0.066,0.0,0.0,1.46875,-14.90625,-43.875,0
3.132,0.066,0.0,0.0,1.4375,-14.90625,-43.875,0
3.332,0.077,0.0,0.0,1.4375,-14.90625,-43.90625,0
3.432,0.086,0.0,0.0,1.375,-14.90625,-43.96875,0
3.607,0.086,0.0,0.0,1.375,-14.90625,-44.03125,0
3.752,0.097,0.0,0.0,1.3125,-14.90625,-44.09375,0
3.852,0.107,0.0,0.0,1.28125,-14.84375,-44.15625,0
3.967,0.107,0.0,0.0,1.09375,-14.84375,-44.1875,0
4.175,0.119,0.0,0.0,1.09375,-14.84375,-44.375,0
4.282,0.128,0.0,0.0,1.09375,-14.84375,-44.40625,0
4.388,0.128,0.0,0.0,1.0625,-14.78125,-44.4375,0
4.595,0.139,0.0,0.0,1.09375,-14.78125,-44.46875,0
4.702,0.151,0.0,0.0,1.03125,-14.78125,-44.46875,0
4.808,0.151,0.0,0.0,1.0,-14.78125,-44.71875,0
5.012,0.172,0.0,0.0,0.875,-14.78125,-44.84375,0
5.112,0.19,0.0,0.0,0.875,-14.78125,-44.875,0
5.227,0.19,0.0,0.0,0.875,-14.75,-44.875,0
5.435,0.21,0.0,0.0,0.875,-14.75,-44.96875,0
5.542,0.228,0.0,0.0,0.875,-14.75,-45.0,0
5.648,0.228,0.0,0.0,0.875,-14.6875,-45.03125,0
5.754,0.247,0.0,0.0,0.75,-14.59375,-45.15625,0
5.857,0.247,0.0,0.0,0.71875,-14.59375,-45.34375,0
6.065,0.268,0.0,0.0,0.75,-14.59375,-45.4375,0
6.172,0.286,0.0,0.0,0.65625,-14.59375,-45.46875,0
6.278,0.286,0.0,0.0,0.65625,-14.4375,-45.53125,0
6.485,0.306,0.0,0.0,0.625,-14.375,-45.5625,0
6.651,0.324,0.0,0.0,0.53125,-14.375,-45.71875,0
6.698,0.324,0.0,0.0,0.53125,-14.375,-45.71875,0
6.802,0.344,0.0,0.0,0.4375,-14.40625,-45.71875,0
6.902,0.344,0.0,0.0,0.4375,-14.40625,-45.90625,0
7.102,0.363,0.0,0.0,0.4375,-14.40625,-46.0,0
7.202,0.381,0.0,0.0,0.375,-14.34375,-46.0,0
7.317,0.381,0.0,0.0,0.0,-14.25,-46.03125,0
7.522,0.401,0.0,0.0,0.0,-14.25,-46.03125,0
7.622,0.419,0.0,0.0,0.0,-14.25,-46.03125,0
7.737,0.419,0.0,0.0,-0.0625,-14.25,-46.0625,0
7.945,0.44,0.0,0.0,-0.0625,-14.25,-46.21875,0
8.052,0.457,0.0,0.0,-0.125,-14.25,-46.28125,0
8.218,0.457,0.0,0.0,-0.125,-14.25,-46.28125,0
8.363,0.478,0.0,0.0,-0.1875,-14.25,-46.34375,0
