t,x,y,theta,mx,my,mz,spacebar
0.0,0.0,0.0,0.0,-4.09375,-15.75,-47.28125,0
0.04,0.0,0.0,0.0,-4.09375,-15.75,-47.28125,0
0.15,0.0,0.0,0.0,-4.09375,-15.75,-47.28125,0
0.25,0.0,0.0,0.0,-4.0625,-15.75,-47.28125,0
0.46,0.0,0.0,0.0,-4.0625,-15.75,-47.25,0
0.57,0.0,0.0,0.0,-4.0625,-15.75,-47.25,0
0.77,0.0,0.0,0.0,-4.0625,-15.75,-47.25,0
0.98,0.0,0.0,0.0,-4.0625,-15.75,-47.25,0
1.188,0.0,0.0,0.0,-4.0625,-15.71875,-47.25,0
1.394,0.0,0.0,0.0,-4.0625,-15.71875,-47.25,0
1.609,0.003,0.0,0.0,-4.0625,-15.71875,-47.25,0
1.819,0.01,0.0,0.0,-4.0625,-15.71875,-47.21875,0
2.029,0.02,0.0,0.0,-4.0625,-15.71875,-47.1875,0
2.24,0.031,0.0,0.0,-4.0625,-15.75,-47.15625,0
2.449,0.042,0.0,0.0,-4.15625,-15.78125,-47.125,0
2.659,0.052,0.0,0.0,-4.15625,-15.8125,-47.125,0
2.869,0.063,0.0,0.0,-4.15625,-15.875,-47.0625,0
3.139,0.073,0.0,0.0,-4.09375,-15.90625,-47.0625,0
3.18,0.083,0.0,0.0,-4.15625,-15.90625,-47.03125,0
3.285,0.083,0.0,0.0,-4.15625,-15.90625,-47.03125,0
3.39,0.094,0.0,0.0,-4.15625,-15.875,-47.0,0
3.5,0.094,0.0,0.0,-4.15625,-15.875,-47.0,0
3.6,0.104,0.0,0.0,-4.15625,-15.875,-46.96875,0
3.71,0.104,0.0,0.0,-4.15625,-15.875,-46.9375,0
3.81,0.115,0.0,0.0,-4.125,-15.875,-46.90625,0
3.92,0.115,0.0,0.0,-4.09375,-15.90625,-46.90625,0
4.02,0.125,0.0,0.0,-4.0625,-15.90625,-46.90625,0
4.13,0.125,0.0,0.0,-4.0625,-15.90625,-46.90625,0
4.33,0.136,0.0,0.0,-4.0625,-15.84375,-46.90625,0
4.54,0.146,0.0,0.0,-4.0625,-15.875,-46.875,0
4.748,0.156,0.0,0.0,-4.0625,-15.875,-46.84375,0
4.957,0.167,0.0,0.0,-4.0625,-15.90625,-46.78125,0
5.169,0.177,0.0,0.0,-3.96875,-15.90625,-46.6875,0
5.379,0.188,0.0,0.0,-3.9375,-15.96875,-46.6875,0
5.588,0.198,0.0,0.0,-3.8125,-15.96875,-46.6875,0
5.797,0.209,0.0,0.0,-3.8125,-16.0,-46.65625,0
6.009,0.219,0.0,0.0,-3.8125,-16.0,-46.65625,0
6.279,0.23,0.0,0.0,-3.8125,-16.03125,-46.59375,0
6.43,0.24,0.0,0.0,-3.875,-16.0625,-46.59375,0
6.639,0.251,0.0,0.0,-3.875,-16.09375,-46.59375,0
6.848,0.262,0.0,0.0,-3.875,-16.09375,-46.5625,0
7.06,0.272,0.0,0.0,-3.78125,-16.09375,-46.53125,0
7.16,0.282,0.0,0.0,-3.78125,-16.0625,-46.5,0
7.265,0.282,0.0,0.0,-3.75,-16.09375,-46.5,0
7.473,0.293,0.0,0.0,-3.75,-16.09375,-46.5,0
7.675,0.303,0.0,0.0,-3.75,-16.125,-46.46875,0
7.883,0.313,0.0,0.0,-3.78125,-16.125,-46.4375,0
8.098,0.324,0.0,0.0,-3.78125,-16.125,-46.375,0
8.303,0.334,0.0,0.0,-3.78125,-16.125,-46.3125,0
8.518,0.345,0.0,0.0,-3.75,-16.09375,-46.3125,0
8.624,0.355,0.0,0.0,-3.75,-16.09375,-46.3125,0
8.74,0.355,0.0,0.0,-3.75,-16.09375,-46.3125,0
8.94,0.365,0.0,0.0,-3.625,-16.09375,-46.3125,0
9.149,0.376,0.0,0.0,-3.5,-16.09375,-46.3125,0
9.418,0.386,0.0,0.0,-3.40625,-16.15625,-46.3125,0
9.566,0.397,0.0,0.0,-3.40625,-16.15625,-46.25,0
9.78,0.408,0.0,0.0,-3.34375,-16.21875,-46.21875,0
9.987,0.418,0.0,0.0,-3.25,-16.21875,-46.1875,0
10.199,0.429,0.0,0.0,-3.125,-16.15625,-46.1875,0
10.41,0.439,0.0,0.0,-3.125,-16.15625,-46.1875,0
10.618,0.45,0.0,0.0,-3.0,-16.21875,-46.1875,0
10.83,0.46,0.0,0.0,-2.96875,-16.21875,-46.125,0
10.93,0.47,0.0,0.0,-2.96875,-16.25,-46.09375,0
11.035,0.47,0.0,0.0,-2.9375,-16.28125,-46.09375,0
11.243,0.482,0.0,0.0,-2.875,-16.28125,-46.09375,0
11.446,0.492,0.0,0.0,-2.875,-16.28125,-46.09375,0
11.653,0.502,0.0,0.0,-2.84375,-16.28125,-46.09375,0
11.86,0.512,0.0,0.0,-2.84375,-16.375,-46.09375,0
12.063,0.522,0.0,0.0,-2.84375,-16.28125,-46.09375,0
12.27,0.532,0.0,0.0,-2.84375,-16.28125,-46.09375,0
12.479,0.543,0.0,0.0,-2.8125,-16.28125,-46.09375,0
12.58,0.552,0.0,0.0,-2.8125,-16.28125,-46.0,0
12.685,0.552,0.0,0.0,-2.78125,-16.28125,-46.125,0
12.89,0.563,0.0,0.0,-2.75,-16.3125,-46.0625,0
13.098,0.573,0.0,0.0,-2.71875,-16.3125,-46.0625,0
13.31,0.584,0.0,0.0,-2.59375,-16.34375,-45.96875,0
13.517,0.595,0.0,0.0,-2.59375,-16.34375,-46.0625,0
13.729,0.605,0.0,0.0,-2.59375,-16.3125,-45.96875,0
13.998,0.616,0.0,0.0,-2.59375,-16.3125,-45.9375,0
14.15,0.626,0.0,0.0,-2.65625,-16.34375,-45.96875,0
14.359,0.637,0.0,0.0,-2.6875,-16.40625,-45.96875,0
14.567,0.647,0.0,0.0,-2.6875,-16.40625,-45.96875,0
14.67,0.657,0.0,0.0,-2.6875,-16.4375,-45.96875,0
14.775,0.657,0.0,0.0,-2.6875,-16.40625,-46.0,0
14.88,0.668,0.0,0.0,-2.6875,-16.4375,-46.0,0
14.99,0.668,0.0,0.0,-2.6875,-16.40625,-46.0,0
15.09,0.678,0.0,0.0,-2.6875,-16.40625,-45.9375,0
15.2,0.678,0.0,0.0,-2.78125,-16.40625,-46.0,0
15.3,0.688,0.0,0.0,-2.8125,-16.40625,-45.9375,0
15.41,0.688,0.0,0.0,-2.8125,-16.40625,-45.875,0
15.51,0.699,0.0,0.0,-2.875,-16.40625,-45.875,0
15.62,0.699,0.0,0.0,-2.9375,-16.40625,-45.9375,0
15.72,0.709,0.0,0.0,-2.96875,-16.5,-45.875,0
15.83,0.709,0.0,0.0,-2.9375,-16.5,-45.84375,0
16.03,0.719,0.0,0.0,-3.0,-16.5,-45.875,0
16.238,0.73,0.0,0.0,-3.0,-16.46875,-45.9375,0
16.448,0.741,0.0,0.0,-3.0,-16.46875,-45.9375,0
16.659,0.751,0.0,0.0,-2.90625,-16.46875,-45.96875,0
16.868,0.761,0.0,0.0,-2.90625,-16.46875,-45.96875,0
17.078,0.772,0.0,0.0,-2.875,-16.5,-45.96875,0
17.288,0.783,0.0,0.0,-2.84375,-16.5625,-45.96875,0
17.498,0.793,0.0,0.0,-2.8125,-16.5625,-45.9375,0
17.708,0.804,0.0,0.0,-2.78125,-16.5625,-45.875,0
17.918,0.814,0.0,0.0,-2.75,-16.5625,-45.875,0
18.128,0.825,0.0,0.0,-2.71875,-16.5625,-45.9375,0
18.339,0.835,0.0,0.0,-2.71875,-16.5625,-45.9375,0
18.44,0.845,0.0,0.0,-2.6875,-16.59375,-45.96875,0
18.605,0.845,0.0,0.0,-2.6875,-16.59375,-45.96875,0
18.65,0.855,0.0,0.0,-2.71875,-16.59375,-46.0,0
18.76,0.855,0.0,0.0,-2.71875,-16.59375,-46.0,0
18.86,0.866,0.0,0.0,-2.71875,-16.625,-45.96875,0
18.97,0.866,0.0,0.0,-2.71875,-16.625,-45.96875,0
19.07,0.876,0.0,0.0,-2.625,-16.625,-45.96875,0
19.18,0.876,0.0,0.0,-2.625,-16.625,-45.96875,0
19.28,0.887,0.0,0.0,-2.625,-16.625,-45.96875,0
19.39,0.887,0.0,0.0,-2.5625,-16.65625,-46.0,0
19.49,0.897,0.0,0.0,-2.46875,-16.65625,-46.0,0
19.6,0.897,0.0,0.0,-2.46875,-16.6875,-46.0,0
19.8,0.908,0.0,0.0,-2.46875,-16.6875,-46.0,0
20.01,0.918,0.0,0.0,-2.625,-16.75,-46.0,0
