t,x,y,theta,mx,my,mz,spacebar
0.0,0.0,0.0,0.0,-3.5625,-16.0,-46.9375,0
0.1,0.0,0.0,0.0,-3.5625,-16.0,-46.9375,0
0.1,0.0,0.0,0.0,-3.5625,-16.0,-46.9375,0
0.2,0.0,0.0,0.0,-3.5625,-16.0625,-46.8125,0
0.31,0.0,0.0,0.0,-3.5625,-16.0625,-46.8125,0
0.31,0.0,0.0,0.0,-3.5625,-16.125,-46.8125,0
0.41,0.0,0.0,0.0,-3.5625,-16.0625,-46.8125,0
0.41,0.0,0.0,0.0,-3.5625,-16.0625,-46.8125,0
0.54,0.0,0.0,0.0,-3.5625,-16.0625,-46.8125,0
0.61,0.0,0.0,0.0,-3.5625,-16.0625,-46.875,0
0.61,0.0,0.0,0.0,-3.5625,-16.0,-46.875,0
0.71,0.0,0.0,0.0,-3.625,-16.0625,-46.875,0
0.71,0.0,0.0,0.0,-3.625,-16.0625,-46.875,0
0.81,0.0,0.0,0.0,-3.625,-16.0625,-46.875,0
0.81,0.0,0.0,0.0,-3.625,-16.0625,-46.875,0
0.92,0.0,0.0,0.0,-3.625,-16.0625,-46.8125,0
1.02,0.0,0.0,0.0,-3.625,-16.0,-46.8125,0
1.02,0.0,0.0,0.0,-3.625,-15.9375,-46.8125,0
1.12,0.0,0.0,0.0,-3.625,-15.9375,-46.875,0
1.22,0.0,0.0,0.0,-3.625,-15.9375,-46.875,0
1.22,0.0,0.0,0.0,-3.625,-15.9375,-46.875,0
1.32,0.0,0.0,0.0,-3.625,-15.9375,-46.875,0
1.42,0.0,0.0,0.0,-3.5625,-15.9375,-46.875,0
1.42,0.0,0.0,0.0,-3.5625,-15.9375,-46.9375,0
1.52,0.0,0.0,0.0,-3.5,-15.9375,-46.875,0
1.52,0.0,0.0,0.0,-3.5,-15.9375,-46.875,0
1.63,0.0,0.0,0.0,-3.5625,-15.9375,-46.875,0
1.63,0.0,0.0,0.0,-3.5625,-16.0,-46.875,0
1.73,0.0,0.0,0.0,-3.5625,-16.0,-46.875,0
1.83,0.0,0.0,0.0,-3.5625,-16.0625,-46.875,0
