0	0	0	0	0	31	-1	361	214	101449	120	595	0	17000	0	0	0	0	86221858
0	0	0	0	0	31	0	361	214	101446	120	597	0	16850	0	0	0	0	86221960
0	0	0	0	0	31	0	361	214	101446	120	595	0	16950	0	0	0	0	86222078
0	0	0	0	0	31	0	362	214	101446	120	597	0	16925	0	0	0	0	86222180
0	0	0	0	0	31	0	362	214	101446	120	592	0	16950	0	0	0	0	86222298
0	0	0	0	0	31	-1	361	214	101448	120	590	0	16925	0	0	0	0	86222523
0	0	0	0	0	31	-1	361	214	101448	120	590	0	16925	0	0	0	0	86222614
0	0	0	0	0	31	0	361	214	101448	120	600	0	17000	0	0	0	0	86222668
0	0	0	0	0	31	0	361	214	101448	120	587	0	16975	0	0	0	0	86222770
0	0	0	0	0	31	0	362	214	101448	120	595	0	17025	0	0	0	0	86222888
0	0	0	0	0	31	0	361	214	101448	120	600	0	16950	0	0	0	0	86222990
0	0	0	0	0	31	0	361	215	101442	120	595	0	16975	0	0	0	0	86223118
0	0	0	0	0	31	-1	361	215	101442	120	585	0	16975	0	0	0	0	86223220
0	0	0	0	0	31	0	362	215	101442	120	595	0	16975	0	0	0	0	86223338
0	0	0	0	0	31	-1	361	215	101442	120	597	0	16950	0	0	0	0	86223460
0	0	0	0	0	31	0	361	215	101442	120	595	0	17000	0	0	0	0	86223568
0	0	0	0	0	31	0	361	213	101451	120	595	0	16975	0	0	0	0	86223670
0	0	0	0	0	32	0	360	213	101451	120	597	0	17000	0	0	0	0	86223793
0	0	0	0	0	31	-1	361	213	101451	120	582	0	16950	0	0	0	0	86223899
0	0	0	0	0	31	0	361	213	101451	120	595	0	16850	0	0	0	0	86224000
0	0	0	0	0	31	0	361	213	101451	120	595	0	16900	0	0	0	0	86224144
0	0	0	0	0	31	0	361	214	101433	120	585	0	16975	0	0	0	0	86224230
0	0	0	0	0	31	0	362	214	101433	120	595	0	16850	0	0	0	0	86224348
0	0	0	0	0	31	0	361	214	101433	120	585	0	16900	0	0	0	0	86224450
0	0	0	0	0	31	0	362	214	101433	120	595	0	16975	0	0	0	0	86224568
0	0	0	0	0	31	-1	361	214	101433	120	582	0	16900	0	0	0	0	86224670
0	0	0	0	0	31	0	361	214	101438	120	590	0	16925	0	0	0	0	86224788
0	0	0	0	0	31	0	362	214	101438	120	582	0	16875	0	0	0	0	86224890
0	0	0	0	0	31	-1	361	214	101438	120	595	0	16900	0	0	0	0	86225008
0	0	0	0	0	31	-1	361	214	101438	120	582	0	17000	0	0	0	0	86225110
0	0	0	0	0	31	0	361	214	101438	120	595	0	17000	0	0	0	0	86225228
0	0	0	0	0	30	0	361	215	101440	120	595	0	16750	0	0	0	0	86225330
0	0	0	0	0	31	-1	362	215	101440	120	585	0	16625	0	0	0	0	86225444
0	0	0	0	0	31	0	361	215	101440	120	585	0	16775	0	0	0	0	86225550
6	0	0	0	6	31	0	361	215	101440	120	590	0	16575	0	0	0	0	86225684
6	0	0	0	6	31	0	362	215	101440	120	577	0	16800	0	0	0	0	86225770
16	0	0	0	16	31	0	362	214	101446	120	585	0	16825	0	0	0	0	86225888
16	0	0	0	16	30	-1	361	214	101446	120	582	0	16800	0	0	0	0	86225990
27	0	0	0	27	30	0	361	214	101446	120	567	0	16725	0	0	0	0	86226108
27	0	0	0	27	31	-1	361	214	101446	120	565	0	16575	0	0	0	0	86226210
38	0	0	0	38	30	0	362	214	101446	120	567	0	16900	0	0	0	0	86226328
38	0	0	0	38	29	-1	362	215	101443	120	557	0	16750	0	0	0	0	86226430
49	0	0	0	49	31	-1	361	215	101443	120	555	0	16825	0	0	0	0	86226548
49	0	0	0	49	30	-1	362	215	101443	120	550	0	16850	0	0	0	0	86226650
60	0	0	0	60	30	-1	361	215	101443	120	532	0	16925	0	0	0	0	86226768
60	0	0	0	60	31	-1	361	215	101443	120	540	0	16500	0	0	0	0	86226870
71	0	0	0	71	29	1	361	215	101443	120	535	0	16825	0	0	0	0	86226988
82	0	0	0	82	29	0	361	215	101440	120	532	0	16725	0	0	0	0	86227090
82	0	0	0	82	31	0	361	215	101440	120	525	0	16600	0	0	0	0	86227224
92	0	0	0	92	30	0	361	215	101440	120	522	0	16825	0	0	0	0	86227310
92	0	0	0	92	29	-512	361	215	101440	120	520	0	16950	0	0	0	0	86227438
102	0	0	0	102	30	-1	361	215	101440	120	507	0	16800	0	0	0	0	86227541
102	0	0	0	102	29	0	361	214	101443	120	510	0	16900	0	0	0	0	86227668
113	0	0	0	113	29	-1	361	214	101443	120	505	0	16900	0	0	0	0	86227770
113	0	0	0	113	30	1	361	214	101443	120	497	0	16775	0	0	0	0	86227888
124	0	0	0	124	30	0	361	214	101443	120	490	0	16850	0	0	0	0	86228000
124	0	0	0	124	30	0	361	214	101443	120	490	0	16850	0	0	0	0	86228000
136	0	0	0	136	30	0	361	214	101448	120	485	0	16900	0	0	0	0	86228128
136	0	0	0	136	30	0	362	214	101448	120	482	0	16950	0	0	0	0	86228230
136	0	0	0	136	30	0	360	214	101448	120	472	0	16875	0	0	0	0	86228348
147	0	0	0	147	29	0	361	214	101448	120	472	0	16825	0	0	0	0	86228450
147	0	0	0	147	29	0	361	214	101448	120	472	0	16825	0	0	0	0	86228568
158	0	0	0	158	31	1	361	214	101448	120	470	0	16925	0	0	0	0	86228670
158	0	0	0	158	28	1	361	215	101434	120	467	0	16875	0	0	0	0	86228798
169	0	0	0	169	29	1	362	215	101434	120	455	0	16900	0	0	0	0	86228900
169	0	0	0	169	28	2	361	215	101434	120	462	0	16875	0	0	0	0	86229018
